883228247738.8362, 1.2067824525304158
938091830530.8828, 1.828854171807098
962562225005.7161, 2.240953346697669
1018896525567.091, 3.2724584560426333
1039958436902.2006, 4.292909424846475
1065965810269.6982, 5.21626547757313
1098358329572.3942, 6.32166098578537
1127009321644.4019, 7.719040575484485
1158270337978.6157, 9.476815030307451
1180540893554.6536, 11.24913006343858
1205824465826.8115, 12.799212747030117
1253312241848.984, 17.72938054589913
1286005251168.579, 21.52234836528084
1319551067013.7007, 26.464580293021488
1358904253446.9607, 34.297669219061774
1396253850526.0603, 41.16309211115487
1432874477420.7034, 49.437182130608285
1458015398393.5798, 57.33700176858866
1496048148267.1987, 70.50344420192313
1537545573977.5027, 87.2123663996103
1577652891293.0913, 106.22810288557453
1607712638062.4807, 124.1142108581166
1663375849639.6084, 157.32449221217075
1685268388603.491, 178.83521028300785
1732014410674.3708, 220.61614304038463
1771483162481.1165, 263.90879628125566
1829432348555.6606, 337.3142008110075
1880177194611.6748, 415.58065348889335
1947942075752.72, 545.5495195641647
1998754703532.2534, 663.811364450805
2054196217843.8213, 821.9838214919017
2131661048009.9128, 1087.9089846356055
2187266037877.3965, 1322.196075181216
2236594667027.3154, 1645.4632513985487
2244321499854.9043, 1618.2380037997134
2302865269923.469, 1966.7343201965869
2362936171026.5415, 2384.7045804167633
2428479361149.7485, 2934.9751809886156
2495840590128.269, 3605.664334782401
2560945307810.5205, 4387.2845195348045
2627748300727.677, 5307.258953443135
2700636857169.6104, 6514.1333744519025
2780017842067.696, 8042.277256052215
2857130055339.8164, 9971.515972721058
2936381209357.4526, 12182.003940741086
3022691529760.6743, 14884.444745265551
3106535032622.9937, 18431.09869416096
3187569890004.8706, 22114.405338913497
3275986793471.5723, 27037.774953638902
3372279287402.5923, 33311.30488163015
3471402148173.316, 41168.48540227898
3573438569977.96, 50144.83935590226
3684399203196.488, 62340.36333684851
3780507813218.128, 74473.16365445234
3854421759979.0894, 85798.22832140872
3929391762227.303, 97255.26954469187
4016461130531.8906, 114678.95426009085
4190674997341.317, 147669.15491481457
4327761372386.9106, 181875.9317237588
4476531015730.467, 222074.2126524178
4637873038745.355, 270903.90579190507
4805030111024.784, 326009.59012331517
4978211817135.176, 376651.2437469236
5157635295438.106, 407264.0328370843
5309235896018.724, 373782.97474853357
5391035622560.954, 302209.5157482758
5421489031582.728, 247211.578561548
5513251484768.778, 195912.64911894183
5540572320633.101, 180142.48399500697
5717214285982.084, 230558.6391972808
5847496869249.731, 278300.461150998
5990381644083.382, 341636.8437726443
6136757837439.507, 420929.6808267645
6286710762839.507, 515950.6973996832
6450701416322.549, 648664.9925489479
6618969813039.582, 808876.6135546827
6780705686100.124, 991638.5253633689
6946393608100.866, 1220165.0375803972
7127592277821.179, 1503863.232511387
7313517566814.854, 1881879.3490118852
7504292770301.385, 2341203.606965848
7687661689814.441, 2880742.038567
7875511266155.907, 3515172.6491905833
8080946236487.934, 4362944.190776383
8291740036946.51, 5453256.017561368
8508032454152.642, 6736899.411428874
8729966921101.339, 8381224.444640966
8957690612278.46, 10366182.537953058
9176573603545.348, 12725346.805357538
9385687282832.602, 15422015.76508809
9615028459758.941, 18805877.43062855
9898409351105.738, 23980746.61276133
10123192481328.031, 29408448.49089746
10420747847702.992, 36721658.71159234
10692576044321.773, 45471667.066515006
10971494957418.621, 56372418.617272615
11257689550366.672, 69968033.11577833
11551349611361.746, 86034971.5983765
11852669879279.193, 105298346.67467158
12161850172813.73, 130541122.88798074
12459027454368.453, 159849488.30454293
12763466323216.008, 193950083.75169462
13096405003236.912, 238487337.77421167
13438028484223.87, 292567626.83448535
13788563311701.11, 359750679.6233364
14148241940698.008, 443913745.9814788
14517302889899.893, 542672632.8421766
14919984246703.395, 677496326.4738
15333835190333.52, 838929625.6510991
15733822679519.023, 1032780645.7821115
16144243957089.496, 1266977884.0129855
16592053451078.25, 1569075989.1802812
17052284297435.035, 1933647853.6939905
17497098024486.785, 2372129140.9795766
17953514845195.74, 2879614976.2494416
18421837429588.24, 3512039080.893489
18902376342924.863, 4288362224.589621
19395450251650.156, 5205800928.86984
19933441797489.094, 6378833913.403535
20519354056700.4, 7899802560.711339
21088520477966.723, 9678624009.534088
21717915130434.184, 11481640237.529877
22310532243640.918, 14620756157.707417
22966315348429.42, 17864206761.220123
23641374169091.92, 21895264044.095078
24375474335244.99, 27093458721.123024
25172850752828.22, 33431927814.787815
25996311140822.582, 41061004460.380066
26889951432855.312, 51064631778.35722
27859112407660.168, 61765871514.013245
28863203642470.51, 73140011882.59663
29903484085072.91, 82165807418.53871
30832032166855.195, 79210603444.50264
31789413060818.453, 63900409246.72908
32776522069074.19, 76841526132.86562
33631507048625.105, 94376557187.00084
34564378739213.652, 116591880248.842
35523126451053.44, 144880023835.17282
36508467933951.234, 178820865008.01172
37521140846678.78, 218291889881.98996
38499890567955.27, 265612253470.3574
39504171256448.875, 322060153708.1349
40599939072384.73, 396067043152.6097
41793310606885.04, 483930069954.2473
43091055655085.83, 601999600470.9298
44429097635634.73, 743762353855.357
45735021280676.98, 911592288501.2854
47155162363890.664, 1113240815018.6394
48697713451067.36, 1364726864597.0066
50371729377172.93, 1682858534894.2856
52187214781365.39, 2037252481154.3464
54068133461198.336, 2377827827590.835
56016843746599.164, 2449576956688.4487
58035788965838.66, 2154719361801.6716
59934269744540.26, 2661197177972.608
61695943606333, 3265083962316.899
63509399108388.516, 4026854144163.1064
65481461311891.98, 4982359695579.676
67514759007922.3, 6125040867605.011
69611193650469.29, 7536829108531.77
71888331869537.55, 9179202229632.73
74359540555171.34, 11156703822409.42
77039588713325.95, 13540658328024.166
79816230503937.17, 15498553494171.291
82692947330800.95, 14104115596078.113
85398019043259.6, 15510259249726.404
88049755762132.72, 19077365249252.258
90930060688842.25, 23540482759113.344
93904586847615.61, 28858382475319.926
97132618777189.62, 35507064964421.46
100633448584729.88, 42437938487421.31
104260454433806.44, 50213032107199.44
108018183930082.27, 51904216085821.24
111911348582898.61, 54202004168375.57
115944829712648.6, 64019926058381.836
120123684571070.12, 75040393252794.16
124453152682113.38, 87659608729124.5
128938662411356.02, 102400942605095.9
133585837772183.9, 119316842196204.48
138400505477281.56, 137500460004930.61
143388702244270.06, 158859496302060.44
148556682364653.03, 183224885090431.16
153910925545560.62, 211327363474501.2
159458145034123.8, 240858922148871.62
165205296034665.94, 277565278984689.06
171159584429260.53, 316890993238757.6
177328475812604.38, 357511799211017.56
183719704852505.75, 409205786797068.3
190341284987758.8, 461660003618831.56
197201518475534.84, 521723606682060
204309006800903.4, 586604601343508.4
211672661461530.28, 661236886950626
219301715141074.66, 742205719396689.4
226986436246167.62, 829065654036980
235394626095379.72, 927192645964519.6
243878660953535.1, 1026680175279855
252668475296413.03, 1148489141750925.5
261775089952531.6, 1279305384543990.2
271209922960375.53, 1409373708707700.5
280984803884551.2, 1559274177296933
291111988647903.75, 1722189965698847.8
301604174898216.44, 1894066570532734.5
312474517928752.94, 2088411391755974
323736647172595.75, 2290992186966018.5
335404683291490.6, 2513223793673231
347493255880568.7, 2736017226527347
360017521811219.5, 2988697765112144.5
372993184235029.94, 3250878864405907
386436512272696.25, 3539064287374274
400364361412534.75, 3852796905878219
414794194644200.56, 4162400752507259.5
429744104354100, 4500704948924165
445232835009952.8, 4854120628019255
461279806662947.2, 5244189052374359
477905139296942.7, 5670416911898259
