	Simulated 
	actual 
1028.545965	-502.0222444
1028.580602	-502.114503
1028.615242	-502.206003
1028.649884	-502.2967447
1028.684528	-502.3867285
1028.719175	-502.4759549
1028.74036	-502.530136
1028.753824	-502.5644241
1028.788476	-502.6521367
1028.82313	-502.7390931
1028.857786	-502.8252937
1028.892444	-502.910739
1028.927105	-502.9954296
1028.961768	-503.0793659
1028.996434	-503.1625485
1029.031102	-503.2449779
1029.065772	-503.3266547
1029.100444	-503.4075795
1029.135119	-503.4877529
1029.169796	-503.5671754
1029.204476	-503.6458478
1029.23033	-503.7040079
1029.239157	-503.7237707
1029.273842	-503.8009448
1029.308528	-503.8773708
1029.343217	-503.9530493
1029.377908	-504.0279812
1029.412602	-504.1021671
1029.447298	-504.1756078
1029.481996	-504.2483041
1029.516696	-504.3202568
1029.551399	-504.3914668
1029.586104	-504.4619348
1029.620812	-504.5316618
1029.655522	-504.6006485
1029.690234	-504.6688959
1029.720766	-504.7283107
1029.759666	-504.8031765
1029.794385	-504.8692116
1029.829106	-504.934511
1029.86383	-504.999076
1029.898557	-505.0629073
1029.933285	-505.1260062
1029.968016	-505.1883735
1030.00275	-505.2500104
1030.037485	-505.3109179
1030.072223	-505.3710972
1030.106964	-505.4305494
1030.141706	-505.4892755
1030.176451	-505.5472768
1030.211199	-505.6045545
1030.245948	-505.6611096
1030.2807	-505.7169435
1030.315455	-505.7720574
1030.350212	-505.8264524
1030.384971	-505.88013
1030.419732	-505.9330913
1030.454496	-505.9853377
1030.489262	-506.0368705
1030.524031	-506.0876911
1030.558801	-506.1378008
1030.593575	-506.187201
1030.62835	-506.2358931
1030.663128	-506.2838785
1030.697908	-506.3311588
1030.703043	-506.3380792
1030.732691	-506.3777352
1030.767476	-506.4236094
1030.802263	-506.4687828
1030.837052	-506.5132569
1030.871844	-506.5570333
1030.906639	-506.6001135
1030.941435	-506.6424992
1030.976234	-506.6841918
1031.011036	-506.7251931
1031.045839	-506.7655047
1031.080645	-506.8051282
1031.115454	-506.8440652
1031.150265	-506.8823176
1031.185078	-506.919887
1031.194885	-506.9303468
1031.219893	-506.9567751
1031.254711	-506.9929838
1031.289531	-507.0285147
1031.324354	-507.0633696
1031.359178	-507.0975505
1031.394006	-507.1310591
1031.428835	-507.1638972
1031.463667	-507.1960667
1031.498501	-507.2275696
1031.533338	-507.2584077
1031.568177	-507.288583
1031.603018	-507.3180974
1031.637862	-507.3469529
1031.672708	-507.3751515
1031.687196	-507.386682
1031.707556	-507.4026952
1031.742407	-507.429586
1031.77726	-507.4558259
1031.812116	-507.4814171
1031.846973	-507.5063616
1031.881834	-507.5306616
1031.916696	-507.5543191
1031.951561	-507.5773363
1031.986428	-507.5997154
1032.021298	-507.6214585
1032.05617	-507.6425679
1032.091044	-507.6630458
1032.125921	-507.6828945
1032.1608	-507.7021161
1032.179977	-507.7124178
1032.195681	-507.720713
1032.230565	-507.7386875
1032.265451	-507.7560419
1032.300339	-507.7727786
1032.33523	-507.7888999
1032.370123	-507.8044082
1032.405019	-507.8193059
1032.439917	-507.8335954
1032.474817	-507.8472792
1032.509719	-507.8603597
1032.544624	-507.8728394
1032.579532	-507.8847208
1032.614441	-507.8960065
1032.649353	-507.9066989
1032.673229	-507.9136706
1032.684268	-507.9168006
1032.719185	-507.9263142
1032.754104	-507.9352423
1032.789025	-507.9435875
1032.823949	-507.9513524
1032.858875	-507.9585397
1032.893804	-507.9651521
1032.928735	-507.9711923
1032.963668	-507.9766629
1032.998604	-507.9815667
1033.033542	-507.9859065
1033.068482	-507.989685
1033.103425	-507.992905
1033.13837	-507.9955693
1033.166954	-507.9973372
1033.173317	-507.9976807
1033.208267	-507.9992421
1033.243219	-508.0002563
1033.278174	-508.0007263
1033.313131	-508.0006549
1033.34809	-508.0000451
1033.383052	-507.9988997
1033.418016	-507.9972217
1033.452982	-507.9950142
1033.487951	-507.9922801
1033.522922	-507.9890224
1033.557896	-507.9852442
1033.592872	-507.9809484
1033.62785	-507.9761383
1033.66115	-507.9710841
1033.697813	-507.964987
1033.732799	-507.9586522
1033.767786	-507.9518153
1033.802776	-507.9444797
1033.837769	-507.9366484
1033.872764	-507.9283246
1033.907761	-507.9195116
1033.94276	-507.9102127
1033.977762	-507.9004309
1034.012767	-507.8901697
1034.047773	-507.8794323
1034.082782	-507.868222
1034.117794	-507.8565421
1034.152807	-507.844396
1034.187824	-507.831787
1034.222842	-507.8187184
1034.257863	-507.8051938
1034.292886	-507.7912164
1034.327912	-507.7767897
1034.36294	-507.7619172
1034.39797	-507.7466023
1034.433003	-507.7308485
1034.468038	-507.7146592
1034.503076	-507.698038
1034.538115	-507.6809884
1034.573158	-507.663514
1034.608202	-507.6456183
1034.643249	-507.6273048
1034.650962	-507.6232189
1034.678299	-507.6085773
1034.71335	-507.5894392
1034.748404	-507.5698942
1034.783461	-507.549946
1034.81852	-507.5295982
1034.853581	-507.5088544
1034.888645	-507.4877184
1034.923711	-507.4661939
1034.958779	-507.4442846
1034.99385	-507.4219942
1035.028923	-507.3993265
1035.063998	-507.3762853
1035.099076	-507.3528742
1035.134156	-507.3290972
1035.14658	-507.3205901
1035.169239	-507.3049581
1035.204324	-507.2804606
1035.239411	-507.2556086
1035.274501	-507.230406
1035.309593	-507.2048566
1035.344688	-507.1789644
1035.379785	-507.1527332
1035.414884	-507.1261669
1035.449986	-507.0992695
1035.48509	-507.072045
1035.520196	-507.0444972
1035.555305	-507.0166302
1035.590416	-506.988448
1035.62553	-506.9599545
1035.642672	-506.9459327
1035.660646	-506.9311538
1035.695764	-506.9020499
1035.730885	-506.8726468
1035.766008	-506.8429486
1035.801133	-506.8129593
1035.836261	-506.7826831
1035.871391	-506.7521241
1035.906524	-506.7212863
1035.941659	-506.6901739
1035.976796	-506.658791
1036.011936	-506.6271417
1036.047078	-506.5952303
1036.082223	-506.5630608
1036.11737	-506.5306375
1036.139241	-506.5103363
1036.152519	-506.4979646
1036.187671	-506.4650462
1036.222825	-506.4318867
1036.257981	-506.3984901
1036.29314	-506.3648609
1036.328301	-506.3310031
1036.363465	-506.2969211
1036.398631	-506.2626192
1036.433799	-506.2281017
1036.46897	-506.1933728
1036.504143	-506.1584369
1036.539319	-506.1232982
1036.574497	-506.0879612
1036.609677	-506.0524301
1036.636285	-506.025432
1036.64486	-506.0167093
1036.680045	-505.9808032
1036.715232	-505.9447161
1036.750422	-505.9084524
1036.785614	-505.8720166
1036.820809	-505.8354129
1036.856006	-505.7986459
1036.891206	-505.7617199
1036.926407	-505.7246394
1036.961612	-505.6874087
1036.996818	-505.6500325
1037.032027	-505.612515
1037.067239	-505.5748608
1037.102452	-505.5370743
1037.133807	-505.5033236
1037.172887	-505.4611224
1037.208108	-505.4229661
1037.243331	-505.3846954
1037.278557	-505.3463149
1037.313785	-505.3078292
1037.349016	-505.2692426
1037.384249	-505.2305599
1037.419484	-505.1917855
1037.454722	-505.1529239
1037.489962	-505.1139798
1037.525204	-505.0749576
1037.560449	-505.0358619
1037.595697	-504.9966974
1037.630946	-504.9574685
1037.666198	-504.9181798
1037.701453	-504.8788361
1037.73671	-504.8394417
1037.771969	-504.8000014
1037.807231	-504.7605196
1037.842495	-504.7210012
1037.877761	-504.6814505
1037.91303	-504.6418724
1037.948301	-504.6022713
1037.983575	-504.5626519
1038.018851	-504.5230188
1038.054129	-504.4833767
1038.08941	-504.4437302
1038.124693	-504.4040839
1038.130284	-504.3978021
1038.159979	-504.3644425
1038.195267	-504.3248106
1038.230557	-504.2851929
1038.26585	-504.2455939
1038.301145	-504.2060185
1038.336443	-504.1664711
1038.371743	-504.1269565
1038.407046	-504.0874793
1038.44235	-504.0480442
1038.477658	-504.0086559
1038.512967	-503.9693189
1038.548279	-503.930038
1038.583594	-503.8908178
1038.618911	-503.851663
1038.629242	-503.8402229
1038.65423	-503.8125783
1038.689551	-503.7735683
1038.724875	-503.7346376
1038.760202	-503.695791
1038.795531	-503.657033
1038.830862	-503.6183685
1038.866196	-503.5798019
1038.901532	-503.5413381
1038.93687	-503.5029816
1038.972211	-503.464737
1039.007554	-503.4266092
1039.0429	-503.3886026
1039.078248	-503.350722
1039.113599	-503.312972
1039.128679	-503.29691
1039.148951	-503.2753572
1039.184307	-503.2378824
1039.219664	-503.200552
1039.255025	-503.1633709
1039.290387	-503.1263435
1039.325752	-503.0894746
1039.361119	-503.0527687
1039.396489	-503.0162306
1039.431861	-502.9798647
1039.467236	-502.9436757
1039.502613	-502.9076683
1039.537992	-502.871847
1039.573374	-502.8362164
1039.608758	-502.8007812
1039.628596	-502.7810026
1039.644145	-502.7655458
1039.679534	-502.7305149
1039.714925	-502.6956931
1039.750319	-502.6610849
1039.785715	-502.626695
1039.821114	-502.5925277
1039.856515	-502.5585878
1039.891918	-502.5248797
1039.927324	-502.4914079
1039.962732	-502.4581771
1039.998143	-502.4251917
1040.033556	-502.3924562
1040.068972	-502.3599751
1040.10439	-502.327753
1040.128995	-502.3055239
1040.13981	-502.2957943
1040.175233	-502.2641034
1040.210658	-502.2326849
1040.246085	-502.2015432
1040.281515	-502.1706828
1040.316948	-502.140108
1040.352383	-502.1098233
1040.38782	-502.0798332
1040.42326	-502.050142
1040.458702	-502.0207541
1040.494146	-501.991674
1040.529593	-501.9629059
1040.565042	-501.9344543
1040.600494	-501.9063234
1040.629876	-501.8832567
1040.635948	-501.8785176
1040.671405	-501.8510413
1040.706864	-501.8238988
1040.742325	-501.7970943
1040.777789	-501.7706321
1040.813255	-501.7445166
1040.848724	-501.7187519
1040.884195	-501.6933423
1040.919668	-501.668292
1040.955144	-501.6436053
1040.990622	-501.6192863
1041.026103	-501.5953392
1041.061586	-501.5717683
1041.097072	-501.5485776
1041.131239	-501.5266131
1041.16805	-501.5033535
1041.203543	-501.4813283
1041.239038	-501.4596998
1041.274536	-501.4384721
1041.310036	-501.4176492
1041.345539	-501.3972352
1041.381044	-501.3772341
1041.416551	-501.3576499
1041.452061	-501.3384866
1041.487573	-501.3197481
1041.523087	-501.3014385
1041.558604	-501.2835615
1041.594124	-501.2661212
1041.629646	-501.2491215
1041.66517	-501.2325661
1041.700697	-501.216459
1041.736226	-501.200804
1041.771758	-501.1856049
1041.807292	-501.1708656
1041.842828	-501.1565896
1041.878367	-501.1427809
1041.913908	-501.1294432
1041.949452	-501.1165801
1041.984998	-501.1041953
1042.020546	-501.0922926
1042.056097	-501.0808755
1042.091651	-501.0699476
1042.127207	-501.0595127
1042.135417	-501.0571737
1042.162765	-501.0495741
1042.198326	-501.0401356
1042.233889	-501.0312006
1042.269454	-501.0227725
1042.305022	-501.014855
1042.340593	-501.0074514
1042.376165	-501.0005653
1042.411741	-500.9941998
1042.447318	-500.9883586
1042.482898	-500.9830449
1042.518481	-500.978262
1042.554066	-500.9740132
1042.589653	-500.9703019
1042.625243	-500.9671313
1042.638232	-500.9661095
1042.660835	-500.9645045
1042.69643	-500.9624249
1042.732027	-500.9608955
1042.767627	-500.9599195
1042.803229	-500.9595001
1042.838833	-500.9596402
1042.87444	-500.960343
1042.910049	-500.9616116
1042.945661	-500.9634488
1042.981275	-500.9658576
1043.016891	-500.9688411
1043.05251	-500.9724021
1043.088132	-500.9765436
1043.123756	-500.9812682
1043.141533	-500.9838449
1043.159382	-500.986579
1043.195011	-500.9924787
1043.230642	-500.99897
1043.266275	-501.0060556
1043.301912	-501.0137383
1043.33755	-501.0220208
1043.373191	-501.0309057
1043.408834	-501.0403955
1043.44448	-501.0504929
1043.480128	-501.0612004
1043.515779	-501.0725205
1043.551432	-501.0844556
1043.587087	-501.0970083
1043.622745	-501.1101809
1043.64532	-501.1188415
1043.658406	-501.1239758
1043.694069	-501.1383953
1043.729734	-501.1534418
1043.765401	-501.1691175
1043.801072	-501.1854246
1043.836744	-501.2023654
1043.872419	-501.219942
1043.908097	-501.2381566
1043.943777	-501.2570112
1043.979459	-501.2765079
1044.015144	-501.2966487
1044.050831	-501.3174356
1044.08652	-501.3388706
1044.122213	-501.3609556
1044.149594	-501.378339
1044.157907	-501.3836924
1044.193604	-501.4070829
1044.229303	-501.4311288
1044.265005	-501.455832
1044.30071	-501.4811942
1044.336416	-501.5072171
1044.372125	-501.5339022
1044.407837	-501.5612512
1044.443551	-501.5892658
1044.479268	-501.6179473
1044.514987	-501.6472973
1044.550708	-501.6773173
1044.586432	-501.7080086
1044.622158	-501.7393726
1044.654356	-501.7682144
1044.693618	-501.8041242
1044.729352	-501.8375142
1044.765088	-501.8715821
1044.800826	-501.9063289
1044.836567	-501.9417558
1044.87231	-501.9778638
1044.908056	-502.0146541
1044.943805	-502.0521276
1044.979555	-502.0902852
1045.015308	-502.1291279
1045.051064	-502.1686565
1045.086822	-502.2088719
1045.122583	-502.2497748
1045.158346	-502.2913661
1045.194111	-502.3336463
1045.229879	-502.3766161
1045.265649	-502.4202762
1045.301422	-502.4646271
1045.337197	-502.5096692
1045.372975	-502.5554032
1045.408755	-502.6018294
1045.444537	-502.6489482
1045.480322	-502.6967599
1045.51611	-502.7452648
1045.5519	-502.7944632
1045.587692	-502.8443553
1045.623487	-502.8949412
1045.659284	-502.946221
1045.665344	-502.9549703
1045.695084	-502.9981948
1045.730886	-503.0508626
1045.766691	-503.1042243
1045.802498	-503.1582799
1045.838307	-503.2130293
1045.874119	-503.2684722
1045.909933	-503.3246085
1045.94575	-503.3814378
1045.98157	-503.4389599
1046.017391	-503.4971743
1046.053216	-503.5560807
1046.089042	-503.6156786
1046.124871	-503.6759675
1046.160703	-503.7369468
1046.171572	-503.7555803
1046.196537	-503.7986158
1046.232374	-503.860974
1046.268212	-503.9240206
1046.304054	-503.9877548
1046.339898	-504.0521759
1046.375744	-504.1172829
1046.411593	-504.183075
1046.447444	-504.2495511
1046.483298	-504.3167103
1046.519154	-504.3845516
1046.555012	-504.4530737
1046.590874	-504.5222755
1046.626737	-504.5921558
1046.662603	-504.6627133
1046.678291	-504.6937869
1046.698471	-504.7339467
1046.734342	-504.8058546
1046.770216	-504.8784356
1046.806092	-504.9516882
1046.84197	-505.0256109
1046.877851	-505.100202
1046.913734	-505.17546
1046.949619	-505.2513832
1046.985507	-505.3279698
1047.021398	-505.4052181
1047.057291	-505.4831261
1047.093187	-505.5616919
1047.129084	-505.6409137
1047.164985	-505.7207894
1047.185501	-505.7667267
1047.200888	-505.801317
1047.236793	-505.8824942
1047.272701	-505.9643191
1047.308611	-506.0467892
1047.344524	-506.1299025
1047.380439	-506.2136564
1047.416357	-506.2980487
1047.452277	-506.3830769
1047.488199	-506.4687385
1047.524124	-506.5550309
1047.560052	-506.6419516
1047.595982	-506.7294979
1047.631914	-506.8176671
1047.667849	-506.9064563
1047.693203	-506.9694686
1047.703787	-506.9958629
1047.739726	-507.0858838
1047.775669	-507.1765163
1047.811613	-507.2677572
1047.847561	-507.3596035
1047.88351	-507.4520521
1047.919463	-507.5451
1047.955417	-507.6387438
1047.991374	-507.7329803
1048.027334	-507.8278061
1048.063296	-507.923218
1048.09926	-508.0192124
1048.135227	-508.1157859
1048.171197	-508.2129349
1048.201397	-508.2949385
1048.207169	-508.3106558
1048.243143	-508.4089449
1048.27912	-508.5077986
1048.315099	-508.6072131
1048.351081	-508.7071845
1048.387065	-508.8077089
1048.423052	-508.9087825
1048.459041	-509.0104012
1048.495033	-509.1125609
1048.531027	-509.2152576
1048.567024	-509.3184871
1048.603023	-509.4222451
1048.639024	-509.5265274
1048.675028	-509.6313297
1048.710084	-509.7338614
1048.747044	-509.8424764
1048.783055	-509.9488119
1048.819069	-510.0556494
1048.855085	-510.1629844
1048.891104	-510.270812
1048.927126	-510.3791277
1048.963149	-510.4879266
1048.999176	-510.5972039
1049.035204	-510.7069547
1049.071236	-510.8171739
1049.107269	-510.9278567
1049.143306	-511.0389979
1049.179344	-511.1505924
1049.215385	-511.2626349
1049.251429	-511.3751204
1049.287475	-511.4880434
1049.323524	-511.6013987
1049.359575	-511.7151808
1049.395628	-511.8293842
1049.431684	-511.9440034
1049.467743	-512.0590329
1049.503804	-512.174467
1049.539867	-512.2903
1049.575933	-512.4065262
1049.612001	-512.5231398
1049.648072	-512.6401349
1049.684146	-512.7575056
1049.720221	-512.8752459
1049.728942	-512.9037607
1049.7563	-512.9933498
1049.792381	-513.1118113
1049.828464	-513.2306242
1049.86455	-513.3497822
1049.900638	-513.4692793
1049.936728	-513.5891089
1049.972822	-513.7092649
1050.008917	-513.8297408
1050.045015	-513.9505301
1050.081116	-514.0716264
1050.117219	-514.1930229
1050.153325	-514.3147132
1050.189433	-514.4366905
1050.225543	-514.5589481
1050.239114	-514.6049603
1050.261657	-514.6814792
1050.297772	-514.8042769
1050.33389	-514.9273344
1050.370011	-515.0506447
1050.406134	-515.1742008
1050.442259	-515.2979957
1050.478387	-515.4220222
1050.514517	-515.5462731
1050.55065	-515.6707413
1050.586786	-515.7954195
1050.622924	-515.9203004
1050.659064	-516.0453765
1050.695207	-516.1706405
1050.731352	-516.2960849
1050.749781	-516.3601071
1050.7675	-516.4217022
1050.80365	-516.5474847
1050.839803	-516.6734249
1050.875959	-516.7995151
1050.912116	-516.9257475
1050.948277	-517.0521144
1050.984439	-517.1786079
1051.020605	-517.3052201
1051.056772	-517.4319432
1051.092943	-517.558769
1051.129115	-517.6856897
1051.165291	-517.8126971
1051.201468	-517.939783
1051.237649	-518.0669394
1051.260946	-518.1488467
1051.273831	-518.194158
1051.310016	-518.3214305
1051.346204	-518.4487485
1051.382394	-518.5761038
1051.418587	-518.7034879
1051.454782	-518.8308924
1051.49098	-518.9583087
1051.52718	-519.0857282
1051.563382	-519.2131424
1051.599588	-519.3405427
1051.635795	-519.4679203
1051.672005	-519.5952665
1051.708218	-519.7225726
1051.744433	-519.8498296
1051.772608	-519.9487882
1051.780651	-519.9770288
1051.816871	-520.1041611
1051.853093	-520.2312178
1051.889318	-520.3581897
1051.925546	-520.4850678
1051.961776	-520.611843
1051.998008	-520.7385062
1052.034244	-520.8650483
1052.070481	-520.99146
1052.106721	-521.117732
1052.142964	-521.2438552
1052.179209	-521.3698201
1052.215456	-521.4956174
1052.251706	-521.6212377
1052.284768	-521.7356402
1052.324214	-521.8719093
1052.360471	-521.9969417
1052.396731	-522.121759
1052.432994	-522.2463517
1052.469259	-522.3707101
1052.505526	-522.4948246
1052.541796	-522.6186854
1052.578069	-522.7422828
1052.614344	-522.8656071
1052.650622	-522.9886483
1052.686902	-523.1113968
1052.723184	-523.2338425
1052.759469	-523.3559756
1052.795757	-523.4777862
1052.832047	-523.5992642
1052.868339	-523.7203996
1052.904634	-523.8411825
1052.940932	-523.9616028
1052.977232	-524.0816503
1053.013534	-524.2013149
1053.049839	-524.3205864
1053.086147	-524.4394548
1053.122457	-524.5579097
1053.15877	-524.675941
1053.195085	-524.7935383
1053.231402	-524.9106914
1053.267722	-525.02739
1053.304045	-525.1436236
1053.310587	-525.1645074
1053.34037	-525.259382
1053.376697	-525.3746548
1053.413028	-525.4894314
1053.44936	-525.6037016
1053.485695	-525.7174548
1053.522033	-525.8306806
1053.558373	-525.9433685
1053.594716	-526.0555078
1053.631061	-526.1670882
1053.667408	-526.278099
1053.703759	-526.3885297
1053.740111	-526.4983696
1053.776466	-526.6076082
1053.812824	-526.7162348
1053.824247	-526.7502327
1053.849184	-526.8242388
1053.885547	-526.9316095
1053.921912	-527.0383363
1053.95828	-527.1444084
1053.99465	-527.2498152
1054.031023	-527.3545459
1054.067398	-527.4585898
1054.103776	-527.5619362
1054.140156	-527.6645744
1054.176539	-527.7664936
1054.212924	-527.867683
1054.249312	-527.9681318
1054.285702	-528.0678293
1054.322095	-528.1667647
1054.338407	-528.2108586
1054.35849	-528.2649273
1054.394888	-528.3623061
1054.431288	-528.4588904
1054.467691	-528.5546695
1054.504097	-528.6496325
1054.540505	-528.7437685
1054.576915	-528.8370669
1054.613328	-528.9295168
1054.649743	-529.0211073
1054.686161	-529.1118277
1054.722582	-529.2016672
1054.759005	-529.290615
1054.79543	-529.3786603
1054.831858	-529.4657922
1054.85307	-529.5161013
1054.868289	-529.5520001
1054.904722	-529.6372731
1054.941158	-529.7216004
1054.977596	-529.8049714
1055.014036	-529.8873751
1055.050479	-529.968801
1055.086925	-530.0492383
1055.123373	-530.1286762
1055.159824	-530.2071041
1055.196277	-530.2845112
1055.232733	-530.3608869
1055.269191	-530.4362205
1055.305652	-530.5105013
1055.342115	-530.5837188
1055.368236	-530.6355066
1055.378581	-530.6558623
1055.415049	-530.7269213
1055.45152	-530.796885
1055.487993	-530.8657432
1055.524469	-530.933485
1055.560948	-531.0001002
1055.597428	-531.0655782
1055.633912	-531.1299084
1055.670398	-531.1930807
1055.706886	-531.2550844
1055.743377	-531.3159092
1055.779871	-531.3755449
1055.816367	-531.433981
1055.852865	-531.4912073
1055.883905	-531.5389118
1055.889367	-531.5472136
1055.92587	-531.6019895
1055.962376	-531.6555251
1055.998885	-531.70781
1056.035396	-531.7588342
1056.07191	-531.8085877
1056.108426	-531.8570603
1056.144945	-531.9042421
1056.181466	-531.9501231
1056.21799	-531.9946935
1056.254516	-532.0379433
1056.291045	-532.0798627
1056.327577	-532.120442
1056.364111	-532.1596715
1056.400078	-532.1969623
1056.437186	-532.234042
1056.473728	-532.2691639
1056.510272	-532.3028975
1056.546818	-532.3352333
1056.583367	-532.3661619
1056.619919	-532.3956738
1056.656473	-532.4237599
1056.69303	-532.4504108
1056.729589	-532.4756173
1056.766151	-532.4993703
1056.802715	-532.5216608
1056.839282	-532.5424796
1056.875851	-532.5618178
1056.912423	-532.5796665
1056.948997	-532.596017
1056.985574	-532.6108605
1057.022154	-532.6241882
1057.058736	-532.6359915
1057.09532	-532.6462619
1057.131907	-532.6549909
1057.168497	-532.6621702
1057.205089	-532.6677913
1057.241684	-532.671846
1057.278281	-532.6743262
1057.31488	-532.6752237
1057.351483	-532.6745305
1057.388087	-532.6722387
1057.424695	-532.6683404
1057.43394	-532.6671009
1057.461305	-532.6628279
1057.497917	-532.6556934
1057.534532	-532.6469294
1057.571149	-532.6365284
1057.607769	-532.6244829
1057.644392	-532.6107855
1057.681017	-532.5954291
1057.717645	-532.5784065
1057.754275	-532.5597107
1057.790907	-532.5393346
1057.827543	-532.5172715
1057.86418	-532.4935145
1057.900821	-532.468057
1057.937464	-532.4408924
1057.95163	-532.4299318
1057.974109	-532.4120143
1058.010757	-532.3814164
1058.047407	-532.3490923
1058.08406	-532.315036
1058.120716	-532.2792414
1058.157374	-532.2417025
1058.194035	-532.2024137
1058.230698	-532.1613691
1058.267363	-532.1185632
1058.304032	-532.0739906
1058.340702	-532.0276458
1058.377376	-531.9795237
1058.414052	-531.9296191
1058.45073	-531.8779271
1058.469828	-531.8503043
1058.487411	-531.8244427
1058.524094	-531.7691613
1058.56078	-531.7120783
1058.597469	-531.6531891
1058.63416	-531.5924894
1058.670854	-531.529975
1058.70755	-531.4656417
1058.744249	-531.3994857
1058.78095	-531.3315031
1058.817654	-531.2616902
1058.85436	-531.1900434
1058.891069	-531.1165595
1058.92778	-531.041235
1058.964494	-530.9640668
1058.988533	-530.9125443
1059.001211	-530.8850521
1059.03793	-530.8041879
1059.074652	-530.7214716
1059.111376	-530.6369007
1059.148103	-530.5504727
1059.184832	-530.4621854
1059.221564	-530.3720368
1059.258298	-530.2800249
1059.295035	-530.1861479
1059.331775	-530.0904044
1059.368517	-529.9927927
1059.405261	-529.8933117
1059.442008	-529.7919602
1059.478758	-529.6887373
1059.507747	-529.6059983
1059.51551	-529.5836421
1059.552265	-529.4766742
1059.589022	-529.3678329
1059.625782	-529.257118
1059.662545	-529.1445295
1059.69931	-529.0300674
1059.736077	-528.913732
1059.772847	-528.7955236
1059.80962	-528.675443
1059.846395	-528.5534908
1059.883173	-528.429668
1059.919953	-528.3039759
1059.956736	-528.1764157
1059.993521	-528.046989
1060.02747	-527.9258974
1060.0671	-527.7825431
1060.103893	-527.647528
1060.140689	-527.5106543
1060.177487	-527.3719247
1060.214287	-527.2313418
1060.251091	-527.0889085
1060.287897	-526.9446279
1060.324705	-526.7985032
1060.361516	-526.6505381
1060.398329	-526.5007362
1060.435145	-526.3491014
1060.471964	-526.1956378
1060.508785	-526.0403499
1060.545609	-525.883242
1060.582435	-525.7243191
1060.619264	-525.563586
1060.656095	-525.401048
1060.692929	-525.2367105
1060.729766	-525.0705791
1060.766605	-524.9026598
1060.803447	-524.7329585
1060.840291	-524.5614816
1060.877138	-524.3882356
1060.913987	-524.2132273
1060.950839	-524.0364637
1060.987693	-523.857952
1061.02455	-523.6776998
1061.06141	-523.4957146
1061.068447	-523.4607725
1061.098272	-523.3120045
1061.135136	-523.1265776
1061.172004	-522.9394424
1061.208873	-522.7506075
1061.245746	-522.5600817
1061.282621	-522.3678744
1061.319498	-522.1739948
1061.356378	-521.9784527
1061.393261	-521.7812579
1061.430146	-521.5824206
1061.467034	-521.3819511
1061.503924	-521.1798603
1061.540817	-520.9761589
1061.577712	-520.7708582
1061.589703	-520.7037968
1061.61461	-520.5639695
1061.651511	-520.3555047
1061.688414	-520.1454757
1061.72532	-519.9338947
1061.762228	-519.7207742
1061.799139	-519.506127
1061.836052	-519.2899661
1061.872968	-519.0723048
1061.909887	-518.8531568
1061.946808	-518.6325359
1061.983731	-518.4104562
1062.020658	-518.1869321
1062.057586	-517.9619784
1062.094518	-517.73561
1062.111472	-517.6312291
1062.131452	-517.5078422
1062.168388	-517.2786905
1062.205327	-517.0481708
1062.242269	-516.8162991
1062.279213	-516.583092
1062.31616	-516.348566
1062.353109	-516.1127383
1062.390061	-515.875626
1062.427016	-515.6372468
1062.463973	-515.3976185
1062.500932	-515.1567594
1062.537895	-514.9146879
1062.574859	-514.6714227
1062.611827	-514.426983
1062.633753	-514.2814611
1062.648797	-514.1813882
1062.685769	-513.934658
1062.722744	-513.6868123
1062.759722	-513.4378715
1062.796702	-513.1878562
1062.833685	-512.9367873
1062.87067	-512.6846862
1062.907658	-512.4315742
1062.944649	-512.1774734
1062.981642	-511.922406
1063.018637	-511.6663944
1063.055636	-511.4094615
1063.092636	-511.1516304
1063.12964	-510.8929247
1063.156548	-510.7042722
1063.166646	-510.6333681
1063.203654	-510.3729849
1063.240665	-510.1117994
1063.277679	-509.8498364
1063.314695	-509.5871211
1063.351714	-509.323679
1063.388736	-509.0595357
1063.42576	-508.7947175
1063.462786	-508.5292509
1063.499815	-508.2631625
1063.536847	-507.9964796
1063.573881	-507.7292295
1063.610918	-507.4614403
1063.647958	-507.1931399
1063.679858	-506.9616915
1063.685	-506.9243569
1063.722044	-506.6551202
1063.759092	-506.385459
1063.796141	-506.1154027
1063.833194	-505.8449813
1063.870249	-505.5742251
1063.907306	-505.3031645
1063.944366	-505.0318307
1063.981429	-504.7602548
1064.018494	-504.4884685
1064.055562	-504.2165038
1064.092633	-503.9443931
1064.129706	-503.6721692
1064.166781	-503.3998651
1064.203684	-503.1288063
1064.24094	-502.8551504
1064.278024	-502.5828078
1064.31511	-502.3105209
1064.352198	-502.0383247
1064.389289	-501.7662545
1064.426383	-501.4943458
1064.463479	-501.2226346
1064.500578	-500.9511574
1064.53768	-500.6799508
1064.574784	-500.4090521
1064.61189	-500.1384985
1064.649	-499.8683281
1064.686111	-499.598579
1064.723226	-499.3292898
1064.728025	-499.2945034
1064.760343	-499.0604995
1064.797462	-498.7922475
1064.834584	-498.5245736
1064.871709	-498.2575177
1064.908837	-497.9911205
1064.945966	-497.7254227
1064.983099	-497.4604657
1065.020234	-497.196291
1065.057372	-496.9329407
1065.094512	-496.6704572
1065.131655	-496.4088833
1065.1688	-496.1482622
1065.205948	-495.8886373
1065.243099	-495.6300528
1065.252884	-495.5621291
1065.280252	-495.3725527
1065.317408	-495.116182
1065.354567	-494.8609858
1065.391728	-494.6070094
1065.428891	-494.3542988
1065.466057	-494.1029003
