	Simulated 
	actual 
1065.503226	-493.8528606
1065.540398	-493.6042267
1065.577572	-493.357046
1065.614748	-493.1113665
1065.651927	-492.8672364
1065.689109	-492.6247043
1065.726293	-492.3838192
1065.76348	-492.1446306
1065.77826	-492.0500543
1065.80067	-491.9071884
1065.837862	-491.6715426
1065.875057	-491.437744
1065.912254	-491.2058436
1065.949454	-490.9758928
1065.986657	-490.7479434
1066.023862	-490.5220476
1066.06107	-490.2982581
1066.09828	-490.0766278
1066.135493	-489.8572102
1066.172708	-489.6400591
1066.209926	-489.4252287
1066.247147	-489.2127737
1066.28437	-489.002749
1066.304155	-488.8921341
1066.321596	-488.79521
1066.358825	-488.5902127
1066.396056	-488.3878133
1066.43329	-488.1880682
1066.470526	-487.9910347
1066.507765	-487.7967702
1066.545006	-487.6053324
1066.58225	-487.4167797
1066.619497	-487.2311707
1066.656747	-487.0485644
1066.693998	-486.8690203
1066.731253	-486.6925983
1066.76851	-486.5193587
1066.80577	-486.349362
1066.830569	-486.2380515
1066.843032	-486.1826695
1066.880297	-486.0193426
1066.917565	-485.8594431
1066.954835	-485.7030334
1066.992107	-485.5501762
1067.029383	-485.4009345
1067.066661	-485.255372
1067.103941	-485.1135525
1067.141224	-484.9755403
1067.17851	-484.8414002
1067.215799	-484.7111972
1067.25309	-484.584997
1067.290383	-484.4628655
1067.327679	-484.344869
1067.357503	-484.2535405
1067.364978	-484.2310743
1067.40228	-484.1215484
1067.439584	-484.0163591
1067.47689	-483.9155743
1067.514199	-483.8192623
1067.551511	-483.7274918
1067.588826	-483.6403322
1067.626143	-483.5578529
1067.663462	-483.4801239
1067.700785	-483.4072157
1067.73811	-483.339199
1067.775437	-483.276145
1067.812767	-483.2181253
1067.8501	-483.1652119
1067.884958	-483.120483
1067.924773	-483.074994
1067.962114	-483.0378355
1067.999457	-483.0060752
1068.036803	-482.9797873
1068.074151	-482.959046
1068.111502	-482.9439262
1068.148855	-482.9345031
1068.186212	-482.9308523
1068.223571	-482.9330497
1068.260932	-482.9411718
1068.298296	-482.9552953
1068.335663	-482.9754974
1068.373032	-483.0018557
1068.410404	-483.0344482
1068.447778	-483.0733532
1068.485155	-483.1186495
1068.522535	-483.1704163
1068.559918	-483.228733
1068.597303	-483.2936797
1068.63469	-483.3653367
1068.67208	-483.4437846
1068.709473	-483.5291047
1068.746869	-483.6213784
1068.784267	-483.7206875
1068.821667	-483.8271145
1068.859071	-483.9407419
1068.896477	-484.0616528
1068.933885	-484.1899306
1068.941433	-484.2167112
1068.971296	-484.3256592
1069.00871	-484.4689228
1069.046126	-484.619806
1069.083545	-484.7783938
1069.120967	-484.9447714
1069.158391	-485.1190248
1069.195818	-485.3012399
1069.233248	-485.4915034
1069.27068	-485.689902
1069.308114	-485.896523
1069.345552	-486.1114542
1069.382992	-486.3347835
1069.420434	-486.5665992
1069.457879	-486.8069903
1069.470454	-486.8896536
1069.495327	-487.0560457
1069.532778	-487.3138551
1069.570231	-487.5805083
1069.607687	-487.8560956
1069.645145	-488.1407076
1069.682606	-488.4344353
1069.720069	-488.7373702
1069.757536	-489.0496038
1069.795004	-489.3712284
1069.832476	-489.7023364
1069.86995	-490.0430206
1069.907427	-490.3933743
1069.944906	-490.753491
1069.982388	-491.1234646
1070	-491.3007309
1070.019872	-491.5033894
1070.05736	-491.8933601
1070.094849	-492.2934717
1070.132342	-492.7038195
1070.169837	-493.1244993
1070.207335	-493.5556071
1070.244835	-493.9972393
1070.282338	-494.4494928
1070.319844	-494.9124647
1070.357352	-495.3862525
1070.394863	-495.870954
1070.432376	-496.3666674
1070.469892	-496.8734912
1070.507411	-497.3915244
1070.544932	-497.9208661
1070.582456	-498.4616159
1070.619983	-499.0138738
1070.657512	-499.57774
1070.695044	-500.1533152
1070.732579	-500.7407001
1070.770116	-501.3399963
1070.807656	-501.9513051
1070.845198	-502.5747288
1070.882743	-503.2103694
1070.920291	-503.8583296
1070.957841	-504.5187125
1070.995394	-505.1916213
1071.03295	-505.8771595
1071.070508	-506.5754313
1071.108069	-507.2865408
1071.145632	-508.0105927
1071.183198	-508.7476919
1071.220767	-509.4979436
1071.258338	-510.2614535
1071.295912	-511.0383274
1071.333489	-511.8286716
1071.371068	-512.6325926
1071.40865	-513.4501973
1071.446235	-514.2815929
1071.483822	-515.1268869
1071.521412	-515.986187
1071.559004	-516.8596014
1071.5966	-517.7472386
1071.634197	-518.6492073
1071.671798	-519.5656165
1071.709401	-520.4965756
1071.747006	-521.4421943
1071.784615	-522.4025826
1071.822226	-523.3778508
1071.859839	-524.3681094
1071.897456	-525.3734693
1071.935074	-526.3940417
1071.972696	-527.4299381
1072.01032	-528.4812703
1072.047947	-529.5481504
1072.085576	-530.6306907
1072.123208	-531.7290039
1072.160843	-532.8432029
1072.19848	-533.9734011
1072.23612	-535.1197119
1072.273763	-536.2822492
1072.311408	-537.461127
1072.349056	-538.6564598
1072.386707	-539.8683623
1072.42436	-541.0969494
1072.462016	-542.3423364
1072.499675	-543.6046388
1072.537336	-544.8839723
1072.575	-546.1804531
1072.612666	-547.4941975
1072.650335	-548.8253221
1072.688007	-550.1739438
1072.725681	-551.5401798
1072.763358	-552.9241475
1072.801038	-554.3259646
1072.83872	-555.7457491
1072.876405	-557.1836192
1072.914093	-558.6396933
1072.951783	-560.1140903
1072.989476	-561.6069291
1073.027172	-563.1183291
1073.06487	-564.6484096
1073.102571	-566.1972906
1073.140274	-567.7650919
1073.17798	-569.351934
1073.215689	-570.9579373
1073.253401	-572.5832225
1073.291115	-574.2279108
1073.328831	-575.8921234
1073.366551	-577.5759817
1073.404273	-579.2796076
1073.441998	-581.003123
1073.479725	-582.7466501
1073.517455	-584.5103113
1073.555188	-586.2942295
1073.592923	-588.0985274
1073.630661	-589.9233282
1073.668402	-591.7687553
1073.706145	-593.6349323
1073.743891	-595.5219831
1073.78164	-597.4300315
1073.819391	-599.359202
1073.857145	-601.309619
1073.894901	-603.2814072
1073.93266	-605.2746915
1073.970422	-607.289597
1074.008187	-609.326249
1074.045954	-611.3847732
1074.083724	-613.4652951
1074.121496	-615.5679408
1074.159271	-617.6928363
1074.197049	-619.8401081
1074.23483	-622.0098827
1074.272613	-624.2022867
1074.310399	-626.4174471
1074.348187	-628.6554911
1074.385978	-630.9165458
1074.423772	-633.2007388
1074.461568	-635.5081977
1074.499367	-637.8390504
1074.537169	-640.1934248
1074.574974	-642.5714491
1074.612781	-644.9732518
1074.65059	-647.3989612
1074.688403	-649.8487061
1074.726218	-652.3226153
1074.764035	-654.8208179
1074.801856	-657.3434429
1074.839679	-659.8906197
1074.877504	-662.4624777
1074.915333	-665.0591466
1074.953164	-667.6807561
1074.990997	-670.3274361
1075.028834	-672.9993166
1075.066673	-675.6965277
1075.104514	-678.4191999
1075.142359	-681.1674633
1075.180206	-683.9414487
1075.218055	-686.7412867
1075.255908	-689.5671081
1075.293763	-692.4190436
1075.33162	-695.2972244
1075.369481	-698.2017815
1075.407344	-701.1328462
1075.445209	-704.0905497
1075.483078	-707.0750234
1075.520949	-710.0863988
1075.558822	-713.1248075
1075.596699	-716.1903811
1075.634578	-719.2832513
1075.672459	-722.4035499
1075.710344	-725.5514089
1075.74823	-728.72696
1075.78612	-731.9303353
1075.824012	-735.1616668
1075.861907	-738.4210865
1075.899805	-741.7087267
1075.937705	-745.0247194
1075.975608	-748.3691969
1076.013514	-751.7422913
1076.051422	-755.1441349
1076.089334	-758.57486
1076.127247	-762.0345988
1076.165164	-765.5234835
1076.203083	-769.0416465
1076.241004	-772.58922
1076.278929	-776.1663362
1076.316856	-779.7731274
1076.354785	-783.4097258
1076.392718	-787.0762635
1076.430653	-790.7728727
1076.468591	-794.4996854
1076.506531	-798.2568336
1076.544474	-802.0444494
1076.58242	-805.8626647
1076.620368	-809.7116111
1076.658319	-813.5914206
1076.696273	-817.5022248
1076.73423	-821.4441551
1076.772189	-825.4173431
1076.810151	-829.4219201
1076.848115	-833.4580174
1076.886082	-837.5257659
1076.924052	-841.6252967
1076.962025	-845.7567405
1077	-849.920228
