Wlgth	Rp Σ	Wlgth	GDDrp Σ	Wlgth	Rp	Wlgth	GDDrp	Wlgth	Rp 5°	Wlgth	GDDrp 5°	Wlgth	Rp 5°	Wlgth	GDDrp 5°
657.10127510808	99.8155876305127	657.10127510808	-24.5251004316214	661.992145635341	100	661.992145635341	-60	657.10127510808	99.9781319633658	657.10127510808	-6.10386634286861	657.10127510808	99.6533075620503	657.10127510808	-42.9463345203741
657.24488362291	99.8181243627521	657.24488362291	-24.8153585268404	662.234231805169	100	662.234231805169	-60	657.24488362291	99.9783038436041	657.24488362291	-6.34640074111823	657.24488362291	99.6582015122398	657.24488362291	-43.2843163125625
657.38855492232	99.8204278376592	657.38855492232	-25.1145822689302	662.476406504316	100	662.476406504316	-60	657.38855492232	99.9784378811849	657.38855492232	-6.58441556976158	657.38855492232	99.6626675197183	657.38855492232	-43.6447489680988
657.532289047493	99.8225125425905	657.532289047493	-25.42098609597	662.718669765156	100	662.718669765156	-60	657.532289047493	99.9785352829508	657.532289047493	-6.81821688387076	657.532289047493	99.6667332854482	657.532289047493	-44.0237553080693
657.676086039646	99.8243912838304	657.676086039646	-25.7329923980841	662.961021620075	100	662.961021620075	-60	657.676086039646	99.9785970397093	657.676086039646	-7.04808670499715	657.676086039646	99.6704233730088	657.676086039646	-44.417898091171
657.819945940034	99.8260752674125	657.819945940034	-26.0491844887625	663.203462101473	100	663.203462101473	-60	657.819945940034	99.9786239405586	657.819945940034	-7.27428526271274	657.819945940034	99.6737593549982	657.819945940034	-44.8240837148123
657.963868789948	99.8275741706769	657.963868789948	-26.3682679724414	663.445991241758	100	663.445991241758	-60	657.963868789948	99.978616584791	657.963868789948	-7.49705299862477	657.963868789948	99.6767599434656	657.963868789948	-45.239482946258
658.107854630715	99.8288962054299	658.107854630715	-26.6890391274685	663.688609073354	100	663.688609073354	-60	658.107854630715	99.9785753916031	658.107854630715	-7.71661234874098	658.107854630715	99.6794411058542	658.107854630715	-45.6614659061961
658.251903503698	99.8300481736264	658.251903503698	-27.0103590196519	663.931315628694	100	663.931315628694	-60	658.251903503698	99.9785006077995	658.251903503698	-7.93316931685361	658.251903503698	99.6818161680963	658.251903503698	-46.0875487224501
658.396015450295	99.8310355164834	658.396015450295	-27.3311321338857	664.174110940222	100	664.174110940222	-60	658.396015450295	99.9783923136325	658.396015450295	-8.14691484797509	658.396015450295	99.68389590652	658.396015450295	-46.5153494197963
658.540190511942	99.8318623578719	658.540190511942	-27.6502883645936	664.416995040399	100	664.416995040399	-60	658.540190511942	99.9782504268881	658.540190511942	-8.35802600654186	658.540190511942	99.6856886301415	658.540190511942	-46.9425507226453
658.684428730111	99.8325315427373	658.684428730111	-27.9667672458595	664.659967961692	100	664.659967961692	-60	658.684428730111	99.9780747052878	658.684428730111	-8.56666695919416	658.684428730111	99.6872002547626	658.684428730111	-47.3668675325249
658.828730146311	99.833044671186	658.828730146311	-28.279503334732	664.903029736582	100	664.903029736582	-60	658.828730146311	99.9778647472516	658.828730146311	-8.77298975617362	658.828730146311	99.688434370099	658.828730146311	-47.7860169132904
658.973094802085	99.8334021287562	658.973094802085	-28.5874116919782	665.146180397564	100	665.146180397564	-60	658.973094802085	99.9776199910261	658.973094802085	-8.9771348987857	658.973094802085	99.6893923009624	658.973094802085	-48.1976884851708
659.117522739014	99.8336031132829	659.117522739014	-28.8893724371249	665.389419977142	100	665.389419977142	-60	659.117522739014	99.9773397121614	659.117522739014	-9.17923167238404	659.117522739014	99.6900731633302	659.117522739014	-48.5995132018658
659.262013998716	99.8336456586833	659.262013998716	-29.1842133921506	665.632748507832	100	665.632748507832	-60	659.262013998716	99.9770230192796	659.262013998716	-9.379398215083	659.262013998716	99.6904739160071	659.262013998716	-48.9890285692182
659.406568622845	99.8335266559442	659.406568622845	-29.4706898725823	665.876166022165	100	665.876166022165	-60	659.406568622845	99.9766688480506	659.406568622845	-9.5777412811361	659.406568622845	99.6905894085254	659.406568622845	-49.3636384640286
659.55118665309	99.8332418716079	659.55118665309	-29.7474607374791	666.11967255268	100	666.11967255268	-60	659.55118665309	99.9762759532553	659.55118665309	-9.77435564431288	659.55118665309	99.6904124259937	659.55118665309	-49.7205658306454
659.695868131179	99.8327859641408	659.695868131179	-30.0130598740678	666.363268131931	100	666.363268131931	-60	659.695868131179	99.9758428987785	659.695868131179	-9.96932307017532	659.695868131179	99.6899337318188	659.695868131179	-50.0567966779603
659.840613098876	99.8321524987535	659.840613098876	-30.2658623733683	666.606952792481	100	666.606952792481	-60	659.840613098876	99.9753680453377	659.840613098876	-10.1627107658927	659.840613098876	99.6891421096314	659.840613098876	-50.3690139808438
659.985421597981	99.8313339615437	659.985421597981	-30.5040447609504	666.850726566907	100	666.850726566907	-60	659.985421597981	99.9748495357059	659.985421597981	-10.3545691914004	659.985421597981	99.6880244063965	659.985421597981	-50.6535203305004
660.13029367033	99.8303217742863	660.13029367033	-30.7255387999229	667.094589487798	100	667.094589487798	-60	660.13029367033	99.9742852771467	660.13029367033	-10.5449290849201	660.13029367033	99.6865655796362	660.13029367033	-50.9061485149256
660.275229357798	99.8291063118266	660.275229357798	-30.9279786115113	667.338541587754	100	667.338541587754	-60	660.275229357798	99.9736729207231	660.275229357798	-10.7337975176176	660.275229357798	99.6847487530109	660.275229357798	-51.122159705405
660.420228702295	99.8276769248946	660.420228702295	-31.1086412097433	667.582582899387	100	667.582582899387	-60	660.420228702295	99.9730098370885	660.420228702295	-10.9211527444479	660.420228702295	99.6825552862775	660.420228702295	-51.2961296750387
660.565291745768	99.8260219722997	660.565291745768	-31.2643810913108	667.826713455321	100	667.826713455321	-60	660.565291745768	99.9722930883077	660.565291745768	-11.106937558272	660.565291745768	99.6799648679814	660.565291745768	-51.4218246243495
660.710418530201	99.8241288679489	660.710418530201	-31.3915603634519	668.070933288192	100	668.070933288192	-60	660.710418530201	99.9715193951898	660.710418530201	-11.2910507790435	660.710418530201	99.676955642272	660.710418530201	-51.4920699478604
660.855609097616	99.821984150055	660.855609097616	-31.4859771784506	668.315242430649	100	668.315242430649	-60	660.855609097616	99.9706850995442	660.855609097616	-11.473336414819	660.855609097616	99.6735043851296	660.855609097616	-51.4986179420822
661.00086349007	99.8195735823344	661.00086349007	-31.5427971757644	668.55964091535	100	668.55964091535	-60	661.00086349007	99.969786120699	661.00086349007	-11.6535699108999	661.00086349007	99.6695867502312	661.00086349007	-51.432024440629
661.146181749659	99.8168823000771	661.146181749659	-31.5564954856851	668.804128774969	100	668.804128774969	-60	661.146181749659	99.9688179055451	661.146181749659	-11.8314407514432	661.146181749659	99.6651776108957	661.146181749659	-51.281550219927
661.291563918514	99.8138950177889	661.291563918514	-31.5208209765925	669.048706042188	100	669.048706042188	-60	661.291563918514	99.9677753712986	661.291563918514	-12.0065304850652	661.291563918514	99.660251532241	661.291563918514	-51.0351114681199
661.437010038804	99.8105963197771	661.437010038804	-31.4288002710713	669.293372749704	100	669.293372749704	-60	661.437010038804	99.9666528401066	661.437010038804	-12.1782850027358	661.437010038804	99.6547834170625	661.437010038804	-50.6793155394068
661.582520152737	99.8069710606353	661.582520152737	-31.2728071199816	669.538128930225	100	669.538128930225	-60	661.582520152737	99.9654439645782	661.582520152737	-12.3459795900138	661.582520152737	99.6487493801181	661.582520152737	-50.1996346499494
661.728094302554	99.8030049090378	661.728094302554	-31.044733511093	669.782974616469	100	669.782974616469	-60	661.728094302554	99.9641416433007	661.728094302554	-12.5086748930641	661.728094302554	99.6421279183859	661.728094302554	-49.5807921291219
661.873732530537	99.7986850753751	661.873732530537	-30.7363127486803	670.027909841169	100	670.027909841169	-60	661.873732530537	99.9627379254404	661.873732530537	-12.6651614638553	661.873732530537	99.6349014590079	661.873732530537	-48.8074640335054
662.019434879004	99.7940012710164	662.019434879004	-30.33966155669	670.272934637068	100	670.272934637068	-60	662.019434879004	99.9612239036461	662.019434879004	-12.8138899722279	662.019434879004	99.6270583809486	662.019434879004	-47.8654331411521
662.165201390309	99.7889469533204	662.165201390309	-29.8481268944558	670.518049036923	100	670.518049036923	-60	662.165201390309	99.9595895947217	662.165201390309	-12.9528834828154	662.165201390309	99.618595618748	662.165201390309	-46.7433703060963
662.311032106845	99.7835209140967	662.311032106845	-29.2575405529432	670.763253073499	100	670.763253073499	-60	662.311032106845	99.9578238079936	662.311032106845	-13.0796274001882	662.311032106845	99.6095219633796	662.311032106845	-45.4354537056982
662.456927071041	99.7777292670365	662.456927071041	-28.5679943053028	671.008546779578	100	671.008546779578	-60	662.456927071041	99.9559140020548	662.456927071041	-13.1909318192684	662.456927071041	99.5998621700501	662.456927071041	-43.9450567913371
662.602886325365	99.771587877114	662.602886325365	-27.7862387984353	671.25393018795	100	671.25393018795	-60	662.602886325365	99.9538461317891	662.602886325365	-13.2827601684075	662.602886325365	99.589661956538	662.602886325365	-42.2897174284632
662.748909912321	99.7651252456309	662.748909912321	-26.9287616499896	671.49940333142	100	671.49940333142	-60	662.748909912321	99.9516044894739	662.748909912321	-13.3500173817211	662.748909912321	99.5789939152463	662.748909912321	-40.5075059182581
662.894997874451	99.7583858100219	662.894997874451	-26.0254871489824	671.744966242802	100	671.744966242802	-60	662.894997874451	99.9491715466498	662.894997874451	-13.3862907375492	662.894997874451	99.5679642504726	662.894997874451	-38.6646835604156
663.041150254335	99.7514335281353	663.041150254335	-25.1238279964006	671.990618954924	100	671.990618954924	-60	663.041150254335	99.9465278077733	663.041150254335	-13.38353758695	663.041150254335	99.5567200699104	663.041150254335	-36.8641184058513
663.187367094589	99.7443554838464	663.187367094589	-24.2924780097333	672.236361500626	100	672.236361500626	-60	663.187367094589	99.9436516930664	663.187367094589	-13.3317175777695	663.187367094589	99.5454566883524	663.187367094589	-35.2532384416972
663.333648437869	99.7372650715756	663.333648437869	-23.6238579305084	672.482193912759	100	672.482193912759	-60	663.333648437869	99.9405194772965	663.333648437869	-13.2183745232319	663.333648437869	99.5344240352634	663.333648437869	-34.0293413377849
663.479994326867	99.7303041019683	663.479994326867	-23.2335729049908	672.728116224187	100	672.728116224187	-60	663.479994326867	99.9371053246187	663.479994326867	-13.0281878164973	663.479994326867	99.523930815924	663.479994326867	-33.4389579934842
663.626404804313	99.7236429540556	663.626404804313	-23.2547853431267	672.974128467785	100	672.974128467785	-60	663.626404804313	99.9333814785651	663.626404804313	-12.7425400578145	663.626404804313	99.5143446252846	663.626404804313	-33.7670306284388
663.772879912974	99.7174777497178	663.772879912974	-23.8253851050051	673.220230676441	100	673.220230676441	-60	663.772879912974	99.9293186925372	663.772879912974	-12.3391935782575	663.772879912974	99.506085890167	663.772879912974	-35.3115766317527
663.919419695656	99.7120235514077	663.919419695656	-25.0667178052444	673.466422883055	100	673.466422883055	-60	663.919419695656	99.924887021635	663.919419695656	-11.7922440489711	663.919419695656	99.4996135303491	663.919419695656	-38.3411915615176
664.066024195202	99.7075029138195	664.066024195202	-27.0548372333674	673.712705120539	100	673.712705120539	-60	664.066024195202	99.9200571427798	664.066024195202	-11.0726373770576	664.066024195202	99.495400839327	664.066024195202	-43.0370370896772
664.212693454494	99.7041298605158	664.212693454494	-29.7887932564421	673.959077421815	100	673.959077421815	-60	664.212693454494	99.9148024267358	664.212693454494	-10.1497099053923	664.212693454494	99.4939015020515	664.212693454494	-49.4278766074919
664.35942751645	99.702090510081	664.35942751645	-33.1644961675158	674.20553981982	100	674.20553981982	-60	664.35942751645	99.9091020487437	664.35942751645	-8.99444721036665	664.35942751645	99.4955078990762	664.35942751645	-57.3345451246649
664.506226424028	99.7015229555179	664.506226424028	-36.9653034042221	674.452092347502	100	674.452092347502	-60	664.506226424028	99.9029454820053	664.506226424028	-7.58543269515262	664.506226424028	99.500506533515	664.506226424028	-66.3451741132916
664.653090220222	99.7025001920171	664.653090220222	-40.8792791592101	674.69873503782	100	674.69873503782	-60	664.653090220222	99.8963387434935	664.653090220222	-5.91868870661536	664.653090220222	99.5090377642758	664.653090220222	-75.8398696118048
664.800018948067	99.70502033888	664.800018948067	-44.54672954834	674.945467923746	100	674.945467923746	-60	664.800018948067	99.8893127041449	664.800018948067	-4.02258798946714	664.800018948067	99.5210679867254	664.800018948067	-85.0708711072128
664.947012650631	99.7090076447149	664.947012650631	-47.6313853285763	675.192291038264	100	675.192291038264	-60	664.947012650631	99.8819335521714	664.947012650631	-1.97831387199268	664.947012650631	99.5363811244289	664.947012650631	-93.2844567851599
665.094071371025	99.7143256986273	665.094071371025	-49.8985401214291	675.43920441437	100	675.43920441437	-60	665.094071371025	99.8743149916482	665.094071371025	0.0556863383716074	665.094071371025	99.5545926934605	665.094071371025	-99.8527665812297
665.241195152396	99.7208013064348	665.241195152396	-51.2782288210239	675.686208085073	100	675.686208085073	-60	665.241195152396	99.8666308418449	665.241195152396	1.82091011248531	665.241195152396	99.5751847175637	665.241195152396	-104.377367754533
665.38838403793	99.7282544475734	665.38838403793	-51.8933129488913	675.933302083392	100	675.933302083392	-60	665.38838403793	99.8591253195365	665.38838403793	2.94962444617456	665.38838403793	99.5975550890807	665.38838403793	-106.736250343957
665.53563807085	99.7365275128314	665.53563807085	-52.039640748939	676.18048644236	100	676.18048644236	-60	665.53563807085	99.8521166131788	665.53563807085	2.98787793633537	665.53563807085	99.6210722187625	665.53563807085	-107.067159434213
665.682957294417	99.7455063419351	665.682957294417	-52.1155446663998	676.42776119502	100	676.42776119502	-60	665.682957294417	99.8459880252717	665.682957294417	1.47063723477186	665.682957294417	99.6451257800243	665.682957294417	-105.701726567571
665.830341751933	99.7551268520137	665.830341751933	-52.5104084083937	676.67512637443	100	676.67512637443	-60	665.830341751933	99.8411611743353	665.830341751933	-1.94382197236674	665.830341751933	99.6691666664964	665.830341751933	-103.076994844421
665.977791486737	99.7653644171247	665.977791486737	-53.4783854891413	676.922582013658	100	676.922582013658	-60	665.977791486737	99.8380489721183	665.977791486737	-7.30611555576226	665.977791486737	99.6927327782748	665.977791486737	-99.6506554225203
666.125306542204	99.7762082904902	666.125306542204	-55.0405649133837	677.170128145783	100	677.170128145783	-60	666.125306542204	99.8369929565308	666.125306542204	-14.2437850386288	666.125306542204	99.7154606325317	666.125306542204	-95.8373447881387
666.272886961751	99.7876289487197	666.272886961751	-56.9635252480975	677.4177648039	100	677.4177648039	-60	666.272886961751	99.8381983323529	666.272886961751	-21.9550118743174	666.272886961751	99.7370851791561	666.272886961751	-91.9720386218776
666.420532788832	99.7995498375413	666.420532788832	-58.8378860620863	677.665492021113	100	677.665492021113	-60	666.420532788832	99.8416861377654	666.420532788832	-29.3779574477754	666.420532788832	99.7574313201478	666.420532788832	-88.2978146763971
666.568244066938	99.8118340984789	666.568244066938	-60.2297760296417	677.913309830538	100	677.913309830538	-60	666.568244066938	99.8472800973123	666.568244066938	-35.4886860920354	666.568244066938	99.7764006830513	666.568244066938	-84.9708659672479
666.716020839602	99.8242909896394	666.716020839602	-60.8340525298813	678.161218265304	100	678.161218265304	-60	666.716020839602	99.8546346055811	666.716020839602	-39.5930907884521	666.716020839602	99.7939565944519	666.716020839602	-82.0750142713104
666.863863150392	99.8366986518469	666.863863150392	-60.5583410373762	678.409217358553	100	678.409217358553	-60	666.863863150392	99.8632950467581	666.863863150392	-41.4771813977428	666.863863150392	99.8101093403012	666.863863150392	-79.6395006770096
667.011771042918	99.8488340369618	667.011771042918	-59.5128529561642	678.657307143439	100	678.657307143439	-60	667.011771042918	99.8727708454095	667.011771042918	-41.3696697914899	667.011771042918	99.8249029655213	667.011771042918	-77.6560361208386
667.159744560825	99.8604999803635	667.159744560825	-57.9340164454723	678.905487653125	100	678.905487653125	-60	667.159744560825	99.8826006523508	667.159744560825	-39.7749570540869	667.159744560825	99.8384041985142	667.159744560825	-76.0930758368577
667.307783747801	99.8715428856289	667.307783747801	-56.0925752881001	679.15375892079	100	679.15375892079	-60	667.307783747801	99.8923964994909	667.307783747801	-37.2784665899082	667.307783747801	99.8506936251834	667.307783747801	-74.906683986292
667.455888647569	99.8818593884199	667.455888647569	-54.2247419163276	679.402120979623	100	679.402120979623	-60	667.455888647569	99.9018638219369	667.455888647569	-34.4013124711053	667.455888647569	99.8618589606076	667.455888647569	-74.0481713615499
667.604059303893	99.8913940484751	667.604059303893	-52.4992888847718	679.650573862826	100	679.650573862826	-60	667.604059303893	99.9108017371783	667.604059303893	-31.5295164279406	667.604059303893	99.8719901297185	667.604059303893	-73.469061341603
