Wlgth,GDDrp5deg,GDDrp19deg
507.6835422,-34.96221172,-52.50430846
507.8695599,-35.3630381,-53.07257108
508.0557139,-35.76807504,-53.64615319
508.2420045,-36.17733375,-54.22495621
508.4284317,-36.59082018,-54.80882513
508.6149957,-37.00853384,-55.39757537
508.8016967,-37.43046651,-55.99100869
508.9885348,-37.85660099,-56.58892128
509.1755102,-38.28691013,-57.19110664
509.362623,-38.72135651,-57.7973549
509.5498734,-39.15989356,-58.40745007
509.7372615,-39.60246913,-59.02116556
509.9247874,-40.04903321,-59.63825848
510.1124514,-40.49955193,-60.25846262
510.3002536,-40.9540302,-60.8814802
510.4881941,-41.41254514,-61.50697213
510.6762731,-41.8752896,-62.13454736
510.8644908,-42.34262052,-62.76375204
511.0528472,-42.81509703,-63.39406125
511.2413426,-43.29348211,-64.02487865
511.429977,-43.77867299,-64.65555452
511.6187508,-44.27153261,-65.28544043
511.8076639,-44.77262949,-65.91400918
511.9967166,-45.28195608,-66.54107717
512.185909,-45.798754,-67.16716141
512.3752413,-46.32157394,-67.79395737
512.5647136,-46.84860207,-68.42479733
512.7543261,-47.3781375,-69.06472629
512.9440789,-47.90901282,-69.71961864
513.1339723,-48.44078813,-70.39389363
513.3240063,-48.97368433,-71.08729199
513.514181,-49.50834776,-71.79263426
513.7044968,-50.04557979,-72.49697193
513.8949537,-50.58612786,-73.18649081
514.0855518,-51.13057158,-73.85219389
514.2762914,-51.67929051,-74.49252259
514.4671726,-52.23248246,-75.1118478
514.6581955,-52.79020318,-75.71690151
514.8493603,-53.35240856,-76.3137375
515.0406672,-53.91898994,-76.90632934
515.2321163,-54.48979983,-77.49651583
515.4237078,-55.06466884,-78.08456464
515.6154418,-55.64341555,-78.66981413
515.8073186,-56.22585157,-79.25116066
515.9993382,-56.81178332,-79.82735719
516.1915008,-57.4010118,-80.39716654
516.3838066,-57.99333129,-80.95942414
516.5762557,-58.58852752,-81.51305236
516.7688484,-59.18637571,-82.05705247
516.9615847,-59.78663915,-82.59048882
517.1544648,-60.38906866,-83.11247213
517.3474889,-60.99340403,-83.62214483
517.5406572,-61.59937855,-84.11866931
517.7339697,-62.20672864,-84.60121898
517.9274267,-62.81521076,-85.0689718
518.1210284,-63.42462833,-85.52110571
518.3147748,-64.03486978,-85.95679558
518.5086662,-64.64595581,-86.37521135
518.7027027,-65.25808576,-86.77551699
518.8968845,-65.87166067,-87.1568702
519.0912117,-66.48724614,-87.51842249
519.2856846,-67.10543304,-87.85931984
519.4803032,-67.72657664,-88.17870349
519.6750677,-68.35046043,-88.47571109
519.8699783,-68.97602287,-88.74947806
520.0650352,-69.60133433,-88.99913909
520.2602386,-70.22393407,-89.22382981
520.4555885,-70.84143322,-89.42268856
520.6510851,-71.45210232,-89.59485838
520.8467287,-72.05516071,-89.73948897
521.0425194,-72.65067906,-89.85573883
521.2384574,-73.23922613,-89.94277746
521.4345427,-73.82147541,-89.99978762
521.6307757,-74.39792511,-90.0259677
521.8271564,-74.9687738,-90.02053409
522.023685,-75.53391601,-89.9827237
522.2203617,-76.09300031,-89.91179655
522.4171866,-76.64550332,-89.80703855
522.61416,-77.19079486,-89.66776445
522.811282,-77.72818526,-89.49332129
523.0085527,-78.25695567,-89.28309234
523.2059724,-78.7763751,-89.03650195
523.4035412,-79.28570879,-88.75302161
523.6012592,-79.78422124,-88.43217779
523.7991266,-80.27117643,-88.0735618
523.9971437,-80.74583681,-87.67684218
524.1953105,-81.20746178,-87.24177951
524.3936273,-81.65530633,-86.76824265
524.5920942,-82.0886199,-86.25622446
524.7907114,-82.5066456,-85.7058531
524.989479,-82.90861986,-85.11739341
525.1883973,-83.29377229,-84.49123207
525.3874663,-83.661326,-83.82784181
525.5866863,-84.01049805,-83.12772454
525.7860575,-84.34050024,-82.39134223
525.98558,-84.65053999,-81.61905332
526.1852539,-84.93982155,-80.81107822
526.3850795,-85.20754719,-79.96751351
526.585057,-85.45291869,-79.08839961
526.7851864,-85.67513888,-78.17382657
526.9854681,-85.87341335,-77.22404705
527.185902,-86.0469522,-76.23956336
527.3864885,-86.19497201,-75.2211678
527.5872277,-86.31669782,-74.16993408
527.7881198,-86.41136525,-73.08717333
527.9891649,-86.47822268,-71.97437483
528.1903633,-86.51653357,-70.833149
528.391715,-86.52557879,-69.66518343
528.5932203,-86.50465911,-68.47221495
528.7948794,-86.45309767,-67.25601607
528.9966924,-86.37024262,-66.01839149
529.1986595,-86.25546983,-64.7611804
529.4007809,-86.10818569,-63.48626114
529.6030567,-85.92783005,-62.19555586
529.8054871,-85.71387944,-60.89103405
530.0080724,-85.46585046,-59.57471427
530.2108126,-85.18330358,-58.24866419
530.4137081,-84.86584736,-56.91499902
530.6167588,-84.51314336,-55.57587855
530.8199651,-84.12491159,-54.23350316
531.0233271,-83.70093669,-52.890109
531.226845,-83.24107463,-51.54796252
531.4305189,-82.74525952,-50.2093544
531.634349,-82.2135097,-48.87659323
531.8383356,-81.6459319,-47.55199864
532.0424788,-81.04272205,-46.2378942
532.2467787,-80.40416089,-44.93659986
532.4512356,-79.7306036,-43.65042401
532.6558497,-79.02246385,-42.38165486
532.8606211,-78.28019456,-41.13255107
533.06555,-77.5042703,-39.9053313
533.2706365,-76.69517703,-38.70216221
533.4758809,-75.85341441,-37.5251444
533.6812834,-74.97951228,-36.37629539
533.8868441,-74.07405874,-35.25752881
534.0925633,-73.13773295,-34.17062833
534.298441,-72.17133416,-33.11721504
534.5044775,-71.17580034,-32.09870697
534.710673,-70.15221353,-31.11627037
534.9170276,-69.10179317,-30.17076451
535.1235415,-68.02588144,-29.26268734
535.330215,-66.92592549,-28.39213983
535.5370482,-65.80346054,-27.55884666
535.7440412,-64.66009602,-26.76230278
535.9511944,-63.49750565,-26.00216021
536.1585078,-62.31742091,-25.27901177
536.3659816,-61.12162713,-24.59571951
536.5736161,-59.91196104,-23.95926607
536.7814114,-58.69030905,-23.38262044
536.9893677,-57.45860549,-22.88526067
537.1974851,-56.21883056,-22.49024066
537.405764,-54.97300771,-22.2163281
537.6142044,-53.72320041,-22.06711602
537.8228066,-52.47150831,-22.02380111
538.0315708,-51.22006287,-22.04907644
538.240497,-49.97102241,-22.10225382
538.4495856,-48.72656674,-22.15599633
538.6588367,-47.4888914,-22.20387254
538.8682505,-46.26020133,-22.25647734
539.0778272,-45.04270423,-22.33202507
539.287567,-43.83860325,-22.44816605
539.4974701,-42.65008912,-22.61787229
539.7075366,-41.47933137,-22.848782
539.9177667,-40.32846851,-23.14427917
540.1281607,-39.19959669,-23.50496805
540.3387188,-38.09475653,-23.92990224
540.549441,-37.01591749,-24.41741024
540.7603277,-35.96495931,-24.96557416
540.971379,-34.94365013,-25.57247126
541.1825951,-33.95362153,-26.23627398
541.3939762,-32.99634211,-26.95527472
541.6055225,-32.07309429,-27.72787497
541.8172342,-31.18496433,-28.55256095
542.0291114,-30.33286579,-29.42787659
542.2411545,-29.51763099,-30.3523989
542.4533635,-28.74022467,-31.32471735
542.6657386,-28.00214728,-32.34341746
542.8782802,-27.30607898,-33.40706829
543.0909882,-26.65671762,-34.51421304
543.3038631,-26.06152471,-35.6633624
543.5169048,-25.53072168,-36.85298999
543.7301138,-25.07562228,-38.08152961
543.94349,-24.70482313,-39.34737399
544.1570338,-24.41936775,-40.64887499
544.3707453,-24.20996605,-41.98434491
544.5846248,-24.05932294,-43.35205911
544.7986724,-23.94921792,-44.75025945
545.0128883,-23.86792652,-46.17715848
545.2272727,-23.81337809,-47.63094383
545.4418259,-23.79124262,-49.10978191
545.656548,-23.81060914,-50.61181998
545.8714392,-23.88023539,-52.13518488
546.0864997,-24.00663854,-53.67797702
546.3017298,-24.19377067,-55.23825783
546.5171296,-24.44350848,-56.81402982
546.7326993,-24.75634252,-58.40320937
546.9484391,-25.13196218,-60.00359428
547.1643493,-25.56965486,-61.61283026
547.38043,-26.06854131,-63.22838225
547.5966814,-26.62769665,-64.84751755
547.8131038,-27.24620217,-66.46730652
548.0296973,-27.92315947,-68.08464385
548.2464622,-28.65768654,-69.69628876
548.4633985,-29.44890665,-71.29891792
548.6805067,-30.29593563,-72.88918144
548.8977868,-31.19787,-74.46375173
549.115239,-32.15377698,-76.01935708
549.3328636,-33.16268645,-77.55279589
549.5506608,-34.22358468,-79.06093242
549.7686307,-35.33540958,-80.5406784
549.9867737,-36.49704703,-81.98896687
550.2050898,-37.70732823,-83.40272455
550.4235792,-38.96502765,-84.77884774
550.6422423,-40.26886158,-86.11418486
550.8610792,-41.61748711,-87.40552646
551.0800901,-43.00950139,-88.64960269
551.2992752,-44.44344124,-89.84308687
551.5186348,-45.91778295,-90.98260378
551.738169,-47.43094226,-92.06474119
551.957878,-48.9812743,-93.08606346
552.177762,-50.5670735,-94.04312638
552.3978214,-52.18657305,-94.93249264
552.6180562,-53.83794364,-95.7507476
552.8384667,-55.51929112,-96.49451528
553.059053,-57.22865249,-97.16047439
553.2798155,-58.96398999,-97.74537463
553.5007543,-60.72318279,-98.24605308
553.7218696,-62.50401664,-98.65945084
553.9431616,-64.30417177,-98.98263005
554.1646306,-66.12121023,-99.21279104
554.3862768,-67.95256432,-99.34728983
554.6081003,-69.79552787,-99.38365585
554.8301014,-71.64725217,-99.31960973
555.0522803,-73.50474776,-99.15308122
555.2746372,-75.36489186,-98.88222693
555.4971724,-77.22444069,-98.50544791
555.719886,-79.08004403,-98.02140678
555.9427782,-80.92825966,-97.42904432
556.1658493,-82.76556487,-96.72759529
556.3890995,-84.58836351,-95.91660318
556.612529,-86.39298778,-94.99593397
556.836138,-88.17569549,-93.96578839
557.0599268,-89.93266414,-92.82671278
557.2838955,-91.65998352,-91.57960839
557.5080443,-93.35364862,-90.2257391
557.7323736,-95.00955419,-88.76673789
557.9568834,-96.62349175,-87.20461221
558.1815741,-98.19114949,-85.54174922
558.4064458,-99.70811502,-83.7809218
558.6314988,-101.1698808,-81.92529697
558.8567333,-102.571852,-79.97844882
559.0821494,-103.9093563,-77.94437859
559.3077475,-105.1776553,-75.82754485
559.5335277,-106.371958,-73.63290646
559.7594903,-107.4874352,-71.36597997
559.9856354,-108.5192353,-69.03291035
560.2119634,-109.4625019,-66.64054917
560.4384743,-110.3123921,-64.19652712
560.6651685,-111.0640965,-61.70929865
560.8920462,-111.7128603,-59.18812741
561.1191076,-112.2540061,-56.64297645
561.3463529,-112.6829576,-54.0842719
561.5737823,-112.9952649,-51.52252967
561.8013961,-113.1866305,-48.96787225
562.0291944,-113.2529369,-46.42951095
562.2571776,-113.1902749,-43.91531016
562.4853458,-112.994973,-41.43156096
562.7136993,-112.6636266,-38.98305533
562.9422383,-112.1931288,-36.57347092
563.1709629,-111.5807,-34.20597945
563.3998735,-110.8239186,-31.88392047
563.6289703,-109.9207502,-29.61136818
563.8582535,-108.869577,-27.39346688
564.0877233,-107.6692251,-25.23649312
564.3173799,-106.3189914,-23.14768271
564.5472236,-104.8186685,-21.13490987
564.7772546,-103.1685679,-19.20631557
565.0074732,-101.3695417,-17.36996248
565.2378795,-99.42300281,-15.63356187
565.4684738,-97.33094478,-14.00428697
565.6992563,-95.09596173,-12.48866638
565.9302273,-92.72127043,-11.09253995
566.1613869,-90.21073681,-9.821057586
566.3927355,-87.56890927,-8.678703586
566.6242733,-84.8010619,-7.669333592
566.8560004,-81.91324917,-6.796215825
567.0879171,-78.91237164,-6.062071973
567.3200236,-75.80624725,-5.469115762
567.5523203,-72.60367508,-5.019088961
567.7848072,-69.31446865,-4.713295427
568.0174847,-65.94942589,-4.552634143
568.250353,-62.52019808,-4.53763209
568.4834123,-59.03902831,-4.668477328
568.7166629,-55.51835657,-4.945051987
568.9501049,-51.9703356,-5.366963792
569.1837387,-48.40635563,-5.933573611
569.4175644,-44.83671114,-6.644015076
569.6515823,-41.27053155,-7.497201175
569.8857926,-37.71602692,-8.491811887
570.1201956,-34.18099168,-9.626257284
570.3547915,-30.67341374,-10.8986125
570.5895806,-27.20200214,-12.30652513
570.824563,-23.77648894,-13.84710214
571.0597391,-20.40765342,-15.51679104
571.295109,-17.10711037,-17.31127774
571.530673,-13.88695983,-19.22542739
571.7664314,-10.75940309,-21.25329261
572.0023843,-7.736403335,-23.38820371
572.2385321,-4.829430111,-25.62293876
572.4748749,-2.04929417,-27.94995212
572.7114131,0.593941408,-30.36162421
572.9481468,3.09099531,-32.85048825
573.1850763,5.433368201,-35.40939506
573.4222018,7.613325223,-38.03159241
573.6595236,9.623871452,-40.71071528
573.8970419,11.45872625,-43.44070239
574.134757,13.11229917,-46.2156655
574.3726691,14.57966782,-49.02974152
574.6107784,15.85655741,-51.87695302
574.8490853,16.93932068,-54.75109445
575.0875899,17.82491763,-57.64565198
575.3262925,18.51089406,-60.55375738
575.5651933,18.99535867,-63.46817095
575.8042926,19.27695881,-66.38128673
576.0435907,19.35485532,-69.28515232
576.2830877,19.22869762,-72.17149725
576.522784,18.89860058,-75.03176507
576.7626797,18.36512507,-77.85714611
577.0027752,17.62926449,-80.63860915
577.2430707,16.69243913,-83.36693141
577.4835663,15.55649973,-86.03272697
577.7242625,14.22373995,-88.626474
577.9651594,12.69691562,-91.13854153
578.2062572,10.9792657,-93.55921665
578.4475563,9.074528029,-95.87873271
578.6890569,6.986941336,-98.08729931
578.9307592,4.72122574,-100.1751346
579.1726635,2.282537036,-102.1325003
579.4147701,-0.323604735,-103.94974
579.6570791,-3.091405745,-105.6173208
579.8995909,-6.014895835,-107.1258786
580.1423057,-9.08801831,-108.4662664
580.3852238,-12.30469845,-109.6296076
580.6283454,-15.65888161,-110.6073512
580.8716707,-19.14453829,-111.3913312
581.1152001,-22.75563965,-111.9738291
581.3589337,-26.48611198,-112.3476387
581.6028719,-30.32977981,-112.5061334
581.8470149,-34.28030731,-112.4433347
582.091363,-38.33114466,-112.1539828
582.3359163,-42.47548343,-111.6336063
582.5806753,-46.70622193,-110.878593
582.8256401,-51.01593963,-109.8862582
583.0708109,-55.39687854,-108.6549119
583.3161882,-59.84092911,-107.1839224
583.561772,-64.33961844,-105.4737764
583.8075627,-68.88409903,-103.5261339
584.0535606,-73.46513692,-101.3438768
584.2997658,-78.07309865,-98.93115104
584.5461787,-82.69793674,-96.29339995
584.7927995,-87.32917405,-93.43738865
585.0396286,-91.95588731,-90.37121801
585.286666,-96.5666904,-87.10432716
585.5339122,-101.1497182,-83.64748356
585.7813674,-105.6926114,-80.01275957
586.0290318,-110.1825035,-76.21349469
586.2769057,-114.6060104,-72.26424273
586.5249894,-118.9492232,-68.1807036
586.7732832,-123.1977063,-63.97963959
587.0217872,-127.3364991,-59.67877669
587.2705018,-131.3501254,-55.29669217
587.5194273,-135.2226083,-50.85269018
587.7685639,-138.9374937,-46.36666809
588.0179119,-142.4778816,-41.85897666
588.2674715,-145.8264674,-37.35027775
588.517243,-148.9655931,-32.86140312
588.7672267,-151.8773092,-28.41321763
589.0174229,-154.5434488,-24.02648947
589.2678318,-156.9457133,-19.72176876
589.5184538,-159.0657713,-15.51927499
589.769289,-160.8853696,-11.43879259
590.0203377,-162.3864589,-7.499573071
590.2716003,-163.5513309,-3.720242164
590.5230769,-164.3627695,-0.118710281
590.7747679,-164.8042134,3.287914577
591.0266736,-164.8599305,6.483411607
591.2787942,-164.5152024,9.452528932
591.53113,-163.7565176,12.18106083
591.7836812,-162.5717712,14.65591856
592.0364482,-160.9504691,16.86519285
592.2894312,-158.8839342,18.79820616
592.5426305,-156.3655109,20.44555348
592.7960464,-153.3907647,21.79913072
593.0496791,-149.957674,22.85215054
593.303529,-146.066808,23.59914591
593.5575962,-141.7214888,24.03596218
593.8118812,-136.9279311,24.15973874
594.0663841,-131.6953567,23.96888159
594.3211053,-126.0360778,23.46302842
594.576045,-119.9655475,22.64300743
594.8312035,-113.502371,21.51079174
595.0865811,-106.6682782,20.06945043
595.3421781,-99.48805383,18.32309786
595.5979947,-91.98942572,16.27684233
595.8540313,-84.20291261,13.93673518
596.1102881,-76.16163301,11.30972144
596.3667655,-67.9010789,8.403592728
596.6234636,-59.45885807,5.226943288
596.8803828,-50.87440942,1.789129648
597.1375233,-42.18869552,-1.899765545
597.3948855,-33.44387621,-5.828965237
597.6524697,-24.68296714,-9.987025003
597.9102761,-15.94948629,-14.36185542
598.168305,-7.28709235,-18.94073992
598.4265567,1.260781506,-23.71034844
598.6850314,9.651293605,-28.65674752
598.9437296,17.84255432,-33.76540756
599.2026514,25.79397516,-39.02120828
599.4617972,33.46660003,-44.40844371
599.7211673,40.82341236,-49.91082811
599.9807618,47.82961237,-55.51150442
600.2405812,54.45285926,-61.19305683
600.5006258,60.66347478,-66.93752873
600.7608957,66.43460536,-72.72644661
601.0213914,71.7423416,-78.54084958
601.2821131,76.56579521,-84.36132211
601.543061,80.88713433,-90.16802566
601.8042356,84.69157931,-95.94072167
602.0656371,87.96736175,-101.6587757
602.3272657,90.70565021,-107.3011303
602.5891218,92.90044631,-112.846234
602.8512057,94.54845541,-118.2719154
603.1135177,95.64893597,-123.5552021
603.376058,96.20353202,-128.6720919
603.6388271,96.21609279,-133.597303
603.901825,95.69248365,-138.3040483
604.1650523,94.64039209,-142.7638854
604.4285091,93.0691325,-146.9467036
604.6921958,90.98945269,-150.8208897
604.9561127,88.41334539,-154.3536913
605.22026,85.35386694,-157.5117564
605.4846382,81.82496554,-160.2617961
605.7492474,77.84132076,-162.5712887
606.0140879,73.41819551,-164.4091454
606.2791602,68.57130182,-165.7462709
606.5444644,63.31668064,-166.5559854
606.810001,57.67059627,-166.8143078
607.0757701,51.64944511,-166.5001299
607.3417722,45.2696785,-165.5953239
607.6080074,38.54773886,-164.0848295
607.8744762,31.50000849,-161.956756
608.1411788,24.14276989,-159.2025224
608.4081155,16.49217695,-155.8170405
608.6752867,8.564236586,-151.7989376
608.9426926,0.374800999,-147.150802
609.2103335,-8.060427728,-141.8794355
609.4782099,-16.72587772,-135.996092
609.7463219,-25.60606672,-129.5166846
610.0146699,-34.68553355,-122.4619457
610.2832542,-43.9487324,-114.8575267
610.5520752,-53.37988079,-106.7340279
610.821133,-62.96275396,-98.12695223
611.0904281,-72.68042449,-89.07657761
611.3599608,-82.51495513,-79.62774755
611.6297313,-92.44706552,-69.82958008
611.89974,-102.4558053,-59.73509853
612.1699872,-112.518274,-49.40078915
612.4404733,-122.6094268,-38.8860931
612.7111984,-132.7019925,-28.25284164
612.982163,-142.7665059,-17.56464532
613.2533674,-152.7714317,-6.886249057
613.5248119,-162.6833318,3.717134048
613.7964968,-172.4670224,14.18049661
614.0684223,-182.0856696,24.43970499
614.340589,-191.500798,34.43214813
614.612997,-200.6722097,44.09735436
614.8856467,-209.5578362,53.37756466
615.1585384,-218.1135623,62.21825203
615.4316724,-226.2930632,70.56857842
615.7050491,-234.047693,78.38178256
615.9786688,-241.3264513,85.61549396
616.2525317,-248.076047,92.2319706
616.5266383,-254.2410664,98.19825975
616.8009889,-259.7642481,103.4862835
617.0755837,-264.5868633,108.0728522
617.3504231,-268.6491999,111.9396107
617.6255075,-271.8911455,115.0729243
617.9008371,-274.2528692,117.4637101
618.1764123,-275.6755955,119.1072247
618.4522334,-276.1024678,120.0028128
618.7283008,-275.4794939,120.1536298
619.0046147,-273.7565645,119.5663426
619.2811755,-270.8885307,118.2508191
619.5579836,-266.8363262,116.2198117
619.8350393,-261.5681102,113.4886423
620.1123428,-255.060409,110.0748917
620.3898946,-247.2992257,105.998099
620.6676949,-238.2810871,101.2794725
620.9457442,-228.0139919,95.94161567
621.2240426,-216.5182263,90.00826854
621.5025907,-203.8270093,83.50406774
621.7813886,-189.9869343,76.45432667
622.0604368,-175.0581766,68.8848387
622.3397356,-159.1144399,60.82170658
622.6192853,-142.2426231,52.29120123
622.8990862,-124.5421973,43.31965338
623.1791388,-106.1242904,33.93338053
623.4594433,-87.11049065,24.15865131
623.74,-67.63138577,14.02168751
624.0208094,-47.82487122,3.548703247
624.3018717,-27.83426507,-7.2340207
624.5831873,-7.806278605,-18.30003043
624.8647566,12.11110349,-29.62256378
625.1465798,31.77077498,-41.17439053
625.4286574,51.02863246,-52.9276316
625.7109896,69.74561394,-64.85356107
625.9935769,87.78959721,-76.92239431
626.2764195,105.0371096,-89.10306517
626.5595178,121.3748092,-101.3629953
626.8428722,136.7007064,-113.6678581
627.126483,150.9251059,-125.9813411
627.4103506,163.9712594,-138.2649087
627.6944752,175.775729,-150.4775713
627.9788573,186.2884712,-162.575663
628.2634972,195.4726603,-174.5126355
628.5483952,203.3042742,-186.238873
628.8335518,209.7714743,-197.7015361
629.1189672,214.8738099,-208.8444429
629.4046418,218.6212839,-219.6079963
629.6905759,221.0333142,-229.9291682
629.97677,222.1376245,-239.7415506
630.2632244,221.969099,-248.9754861
630.5499393,220.5686308,-257.55829
630.8369153,217.981991,-265.4145746
631.1241526,214.2587435,-272.466689
631.4116516,209.4512264,-278.6352834
631.6994126,203.6136133,-283.8400092
631.987436,196.8010696,-288.0003592
632.2757223,189.0690086,-291.0366546
632.5642716,180.4724517,-292.8711758
632.8530844,171.0654926,-293.4294346
633.1421611,160.9008622,-292.6415759
633.431502,150.0295895,-290.443892
633.7211074,138.5007518,-286.7804262
634.0109778,126.3613067,-281.6046341
634.3011135,113.6559993,-274.881064
634.5915149,100.4273373,-266.5870104
634.8821823,86.71562654,-256.7140897
635.1731161,72.55906193,-245.2696808
635.4643166,57.9938682,-232.2781714
635.7557843,43.05448514,-217.7819508
636.0475195,27.77379374,-201.8420907
636.3395225,12.18337948,-184.5386624
636.6317938,-3.686170481,-165.9706482
636.9243337,-19.80493866,-146.2554133
637.2171426,-36.14331979,-125.5277238
637.5102208,-52.67163655,-103.93831
637.8035687,-69.35973051,-81.65199211
638.0971867,-86.17653034,-58.84540854
638.3910752,-103.0895994,-35.70439846
638.6852345,-120.064665,-12.42111201
638.979665,-137.0651324,10.80906869
639.2743671,-154.0515869,33.79070384
639.5693412,-170.9812886,56.33146768
639.8645876,-187.8076647,78.24521929
640.1601067,-204.4798072,99.35487969
640.455899,-220.9419839,119.4950314
640.7519647,-237.1331723,138.5141705
641.0483042,-252.9866304,156.2765569
641.344918,-268.429518,172.6636273
641.6418064,-283.3825853,187.5749528
641.9389698,-297.75995,200.9287433
642.2364086,-311.468984,212.6619151
642.5341231,-324.4103349,222.7297556
642.8321138,-336.4781083,231.1052286
643.130381,-347.56024,237.7779718
643.4289251,-357.5390867,242.7530472
643.7277465,-366.2922621,246.0495018
644.0268456,-373.6937473,247.6987999
644.3262228,-379.6152957,247.7431828
644.6258785,-383.9281507,246.2340075
644.925813,-386.505084,243.2301107
645.2260267,-387.2227536,238.796234
645.5265201,-385.9643642,233.0015436
645.8272934,-382.6226005,225.9182661
646.1283472,-377.1027836,217.6204585
646.4296818,-369.3261811,208.1829207
646.7312976,-359.2333843,197.6802581
647.033195,-346.7876439,186.1860931
647.3353744,-331.9780392,173.772424
647.6378362,-314.8223449,160.509125
647.9405807,-295.3694492,146.4635818
648.2436084,-273.7011786,131.7004529
648.5469197,-249.9333927,116.2815485
648.8505149,-224.2162296,100.2658178
649.1543945,-196.7334112,83.70943482
649.4585589,-167.7005515,66.66597381
649.7630085,-137.3624571,49.18666475
650.0677436,-105.9894569,31.32072081
650.3727647,-73.87284533,13.11572893
650.6780722,-41.31957698,-5.38190386
650.9836664,-8.646387985,-24.126456
651.2895479,23.82644385,-43.07235531
651.5957169,55.78146778,-62.17360791
651.9021739,86.91031745,-81.38319822
652.2089193,116.9196232,-100.6524662
652.5159536,145.5363664,-119.9304681
652.823277,172.5124963,-139.1633284
653.1308901,197.62867,-158.2935893
653.4387931,220.6970276,-177.2595689
653.7469867,241.5629595,-195.9947371
654.0554711,260.1058776,-214.4271239
654.3642467,276.2390399,-232.4787735
654.6733141,289.9085184,-250.0652643
654.9826735,301.0914277,-267.0953142
655.2923255,309.7935488,-283.4704963
655.6022703,316.0464926,-299.0850917
655.9125085,319.9045487,-313.8261098
656.2230405,321.4413576,-327.573508
656.5338666,320.7465329,-340.2006453
656.8449874,317.9223429,-351.5750037
657.1564031,313.0805435,-361.5592118
657.4681143,306.3394342,-370.0124006
657.7801213,297.8211888,-376.7919168
658.0924246,287.6494976,-381.7554114
658.4050245,275.9475362,-384.7633097
658.7179216,262.8362683,-385.6816548
659.0311163,248.4330745,-384.3852987
659.3446089,232.850692,-380.7613958
659.6583999,216.1964435,-374.7131292
659.9724897,198.5717304,-366.1635766
660.2868787,180.0717623,-355.0595997
660.6015675,160.7854951,-341.3756159
660.9165563,140.7957506,-325.117094
661.2318456,120.1794928,-306.3236035
661.547436,99.00823679,-285.0712398
661.8633277,77.3485711,-261.4742567
662.1795212,55.2627746,-235.6857502
662.496017,32.80951407,-207.8972705
662.8128155,10.04460908,-178.3372767
663.1299171,-12.9781459,-147.2684007
663.4473222,-36.206111,-114.9835442
663.7650314,-59.58688934,-81.80089416
664.083045,-83.06738093,-48.05800299
664.4013634,-106.5928083,-14.10513382
664.7199872,-130.1057207,19.70188321
665.0389167,-153.5449836,53.00900824
665.3581524,-176.8447633,85.47127324
665.6776948,-199.9335175,116.7597036
665.9975442,-222.7330053,146.5676179
666.3177011,-245.1573353,174.6160819
666.638166,-267.1120724,200.6583443
666.9589393,-288.493431,224.4831389
667.2800214,-309.1875859,245.9168008
667.6014128,-329.07014,264.8242023
667.923114,-348.0057904,281.1085731
668.2451253,-365.8482443,294.7103078
668.5674473,-382.4404385,305.6049068
668.8900804,-397.6151199,313.800212
669.2130251,-411.1958483,319.3331132
669.5362817,-422.9984803,322.2659019
669.8598507,-432.8331892,322.6824368
670.1837327,-440.5070674,320.684272
670.507928,-445.8273439,316.386877
670.8324371,-448.6052276,309.9160543
671.1572605,-448.6603634,301.404636
671.4823985,-445.8258534,290.9895173
671.8078518,-439.9537565,278.8090632
672.1336207,-430.9209378,265.0009068
672.4597057,-418.6350933,249.7001404
672.7861072,-403.0407302,233.0378888
673.1128258,-384.1248453,215.1402461
673.4398618,-361.9220108,196.1275488
673.7672158,-336.5185621,176.1139557
674.0948881,-308.0555826,155.2073018
674.4228794,-276.7304047,133.5091952
674.75119,-242.7963907,111.1153239
675.0798203,-206.5608312,88.11594323
675.408771,-168.3808847,64.59651643
675.7380424,-128.6575941,40.63848286
676.0676349,-87.82812412,16.32013044
676.3975492,-46.35648114,-8.282447735
676.7277856,-4.723075353,-33.09433135
677.0583446,36.58643497,-58.04070193
677.3892268,77.092526,-83.04573839
677.7204324,116.3329111,-108.0314933
678.0519622,153.8728767,-132.9167642
678.3838164,189.3144188,-157.6159751
678.7159956,222.303829,-182.0380834
679.0485004,252.5374817,-206.0855334
679.381331,279.7656894,-229.6532759
679.7144881,303.7946037,-252.6278836
680.0479721,324.4862466,-274.8867938
680.3817835,341.7568469,-296.2977164
680.7159227,355.5737206,-316.7182525
681.0503903,365.9509838,-335.9957754
681.3851868,372.9444025,-353.9676276
681.7203126,376.6456862,-370.4616968
682.0557682,377.1765134,-385.2974309
682.3915541,374.6825453,-398.2873524
682.7276708,369.3276421,-409.2391285
683.0641187,361.2884559,-417.9582418
683.4008984,350.7495236,-424.2512908
683.7380104,337.898945,-427.9299304
684.0754551,322.9246897,-428.8154289
684.4132331,306.0115477,-426.7437912
684.7513448,287.3387079,-421.5713485
685.0897908,267.0779342,-413.1806788
685.4285714,245.3922909,-401.486671
685.7676873,222.435364,-386.4425016
686.1071389,198.3509184,-368.0452578
686.4469268,173.2729342,-346.3409062
686.7870513,147.3259641,-321.4282981
687.1275131,120.6257611,-293.461904
687.4683126,93.28013092,-262.6530005
687.8094503,65.38996881,-229.2690821
688.1509267,37.05044854,-193.6313496
688.4927424,8.352335208,-156.1102186
688.8348978,-20.61660029,-117.1189045
689.1773935,-49.77008407,-77.10525522
689.5202299,-79.02177622,-36.5421154
689.8634076,-108.2836574,4.083394842
