Wlgth,Rp5deg,Rp19deg
488.3651738,99.98284228,99.99347079
488.5373017,99.9841043,99.99335274
488.709551,99.98554533,99.99326028
488.8819219,99.98701817,99.99320175
489.0544143,99.98842035,99.99318433
489.2270285,99.98969457,99.99321316
489.3997646,99.99081795,99.99329059
489.5726227,99.99178936,99.99341577
489.745603,99.99261932,99.99358475
489.9187056,99.99332333,99.99379097
490.0919305,99.99391799,99.99402611
490.2652781,99.994419,99.99428112
490.4387482,99.99484032,99.99454707
490.6123412,99.99519391,99.99481591
490.7860571,99.99548982,99.99508089
490.9598961,99.99573634,99.99533671
491.1338583,99.99594027,99.99557956
491.3079438,99.99610715,99.99580688
491.4821527,99.99624147,99.99601723
491.6564852,99.99634683,99.99620998
491.8309415,99.99642613,99.99638517
492.0055216,99.99648167,99.99654325
492.1802257,99.9965153,99.99668498
492.3550539,99.99652848,99.9968113
492.5300063,99.99652241,99.99692325
492.7050831,99.99649812,99.99702194
492.8802845,99.99645658,99.99710844
493.0556105,99.99639882,99.99718387
493.2310612,99.99632607,99.99724929
493.4066369,99.99623994,99.99730577
493.5823376,99.99614258,99.99735434
493.7581635,99.99603694,99.99739606
493.9341147,99.99592691,99.99743195
494.1101913,99.9958175,99.99746309
494.2863935,99.99571485,99.99749056
494.4627215,99.99562606,99.99751544
494.6391753,99.99555878,99.99753886
494.815755,99.99552051,99.99756193
494.9924609,99.99551764,99.99758575
495.1692931,99.99555451,99.99761137
495.3462516,99.99563257,99.99763974
495.5233366,99.99575003,99.99767169
495.7005484,99.99590209,99.99770787
495.8778869,99.99608167,99.99774872
496.0553523,99.99628045,99.99779444
496.2329448,99.99648997,99.99784495
496.4106645,99.99670252,99.99789996
496.5885116,99.99691167,99.99795893
496.7664861,99.99711257,99.99802112
496.9445883,99.99730183,99.9980857
497.1228182,99.9974774,99.99815174
497.301176,99.99763827,99.99821829
497.4796618,99.99778422,99.99828445
497.6582758,99.99791557,99.99834938
497.8370181,99.99803298,99.99841235
498.0158889,99.99813732,99.99847274
498.1948882,99.99822954,99.99853004
498.3740162,99.99831063,99.99858388
498.5532731,99.99838153,99.99863396
498.732659,99.99844316,99.99868009
498.9121741,99.99849634,99.99872215
499.0918184,99.99854184,99.99876008
499.2715921,99.99858035,99.99879386
499.4514954,99.9986125,99.9988235
499.6315284,99.99863887,99.99884902
499.8116912,99.99865999,99.99887045
499.991984,99.99867636,99.99888783
500.1724069,99.99868846,99.99890115
500.3529601,99.99869676,99.99891044
500.5336436,99.99870174,99.99891565
500.7144577,99.99870389,99.99891673
500.8954025,99.99870375,99.99891361
501.0764781,99.99870186,99.99890615
501.1022044,99.99870149,99.99890473
501.2576847,99.99869885,99.99889419
501.4390224,99.99869536,99.99887753
501.6204914,99.99869209,99.9988559
501.8020917,99.99868975,99.998829
501.9838236,99.99868907,99.99879647
502.1656871,99.99869075,99.99875789
502.2044088,99.99869148,99.99874886
502.3476825,99.99869542,99.99871281
502.5298099,99.99870362,99.99866069
502.7120693,99.99871572,99.99860101
502.894461,99.99873194,99.9985332
503.0769851,99.9987523,99.99845673
503.2596418,99.9987766,99.99837114
503.3066132,99.99878345,99.99834762
503.4424311,99.99880449,99.99827611
503.6253532,99.99883543,99.99817158
503.8084084,99.9988688,99.9980579
503.9915966,99.99890389,99.99793595
504.1749182,99.99893999,99.99780738
504.3583731,99.9989764,99.99767479
504.4088176,99.99898638,99.99763811
504.5419616,99.99901249,99.99754186
504.7256838,99.99904771,99.99741339
504.9095398,99.99908157,99.99729511
505.0935298,99.9991137,99.99719328
505.277654,99.99914381,99.997114
505.4619125,99.99917168,99.99706234
505.511022,99.9991787,99.9970537
505.6463054,99.99919714,99.99704153
505.8308329,99.99922011,99.99705238
506.0154951,99.99924051,99.99709316
506.2002922,99.99925832,99.99715992
506.3852243,99.99927352,99.99724723
506.5702916,99.9992861,99.99734903
506.6132265,99.99928864,99.99737406
506.7554942,99.99929605,99.99745936
506.9408322,99.99930338,99.99757293
507.1263059,99.99930806,99.99768542
507.3119154,99.99931006,99.99779354
507.4976608,99.99930932,99.99789499
507.6835422,99.99930578,99.99798823
507.7154309,99.99930488,99.99800332
507.8695599,99.99929933,99.99807238
508.0557139,99.99928986,99.99814702
508.2420045,99.9992772,99.99821202
508.4284317,99.99926117,99.99826746
508.6149957,99.99924154,99.99831351
508.8016967,99.99921806,99.99835037
508.9885348,99.99919043,99.99837823
509.1755102,99.99915833,99.99839724
509.362623,99.99912143,99.99840746
509.5498734,99.99907936,99.99840885
509.7372615,99.99903178,99.99840128
509.9198397,99.99897987,99.99838504
510.1124514,99.99891898,99.99835806
510.3002536,99.99885349,99.99832149
510.4881941,99.99878213,99.99827408
510.6762731,99.99870542,99.998215
510.8644908,99.99862438,99.9981433
511.0220441,99.99855442,99.99807283
511.0528472,99.99854063,99.99805788
511.2413426,99.99845647,99.99795763
511.429977,99.99837491,99.99784146
511.6187508,99.9982996,99.99770853
511.8076639,99.99823451,99.99755848
511.9967166,99.99818353,99.9973919
512.1242485,99.9981588,99.99727123
512.185909,99.99814992,99.99721087
512.3752413,99.99813577,99.99701972
512.5647136,99.99814165,99.99682583
512.7543261,99.99816648,99.99664023
512.9440789,99.9982078,99.99647752
513.1339723,99.99826217,99.99635467
513.2264529,99.99829221,99.9963144
513.3240063,99.99832575,99.99628831
513.514181,99.99839476,99.99629085
513.7044968,99.99846586,99.99636683
