Wlgth	Rp _	Wlgth	GDDrs _
884.4088683	99.99780521	884.4088683	-218.0132725
884.5749403	99.99779446	884.5749403	-217.0740208
884.7410746	99.99778407	884.7410746	-216.1360362
884.9072714	99.99777403	884.9072714	-215.2009783
885.0735307	99.99776432	885.0735307	-214.270482
885.2398524	99.99775492	885.2398524	-213.3461529
885.4062367	99.99774582	885.4062367	-212.4295628
885.5726835	99.99773699	885.5726835	-211.5222454
885.7391929	99.99772842	885.7391929	-210.6256921
885.9057649	99.99772009	885.9057649	-209.741348
886.0723996	99.99771196	886.0723996	-208.8706078
886.239097	99.99770403	886.239097	-208.0148119
886.4058571	99.99769627	886.4058571	-207.1752433
886.57268	99.99768866	886.57268	-206.3531233
886.7395657	99.99768117	886.7395657	-205.5496089
886.9065142	99.99767379	886.9065142	-204.7657893
887.0735256	99.99766649	887.0735256	-204.0026834
887.2406	99.99765925	887.2406	-203.2612369
887.4077372	99.99765205	887.4077372	-202.5423198
887.5749375	99.99764486	887.5749375	-201.8467245
887.7422008	99.99763766	887.7422008	-201.1751637
887.9095271	99.99763044	887.9095271	-200.5282688
888.0769165	99.99762318	888.0769165	-199.9065885
888.244369	99.99761584	888.244369	-199.3105877
888.4118847	99.99760842	888.4118847	-198.7406465
888.5794636	99.9976009	888.5794636	-198.1970596
888.7471057	99.99759326	888.7471057	-197.6800362
888.9148111	99.99758547	888.9148111	-197.1897001
889.0825798	99.99757753	889.0825798	-196.7260892
889.2504119	99.99756943	889.2504119	-196.289157
889.4183073	99.99756113	889.4183073	-195.8787728
889.5862661	99.99755265	889.5862661	-195.494723
889.7542884	99.99754395	889.7542884	-195.1367122
889.9223741	99.99753503	889.9223741	-194.8043655
890.0905234	99.99752588	890.0905234	-194.4972295
890.2587362	99.99751649	890.2587362	-194.2147753
890.4270126	99.99750686	890.4270126	-193.9564004
890.5953527	99.99749697	890.5953527	-193.7214314
890.7637564	99.99748683	890.7637564	-193.509127
890.9322238	99.99747642	890.9322238	-193.3186815
891.1007549	99.99746574	891.1007549	-193.1492272
891.2693498	99.9974548	891.2693498	-192.999839
891.4380086	99.99744359	891.4380086	-192.8695375
891.6067311	99.99743211	891.6067311	-192.7572931
891.7755176	99.99742037	891.7755176	-192.6620301
891.9443679	99.99740836	891.9443679	-192.5826313
892.1132823	99.9973961	892.1132823	-192.5179417
892.2822606	99.99738359	892.2822606	-192.4667737
892.4513029	99.99737084	892.4513029	-192.4279118
892.6204093	99.99735785	892.6204093	-192.4001166
892.7895798	99.99734464	892.7895798	-192.3821307
892.9588144	99.99733121	892.9588144	-192.372683
893.1281132	99.99731758	893.1281132	-192.3704936
893.2974762	99.99730375	893.2974762	-192.3742793
893.4669035	99.99728976	893.4669035	-192.3827585
893.636395	99.9972756	893.636395	-192.3946561
893.8059508	99.9972613	893.8059508	-192.4087087
893.975571	99.99724686	893.975571	-192.4236695
894.1452556	99.99723232	894.1452556	-192.4383136
894.3150047	99.99721768	894.3150047	-192.4514427
894.4848181	99.99720297	894.4848181	-192.4618897
894.6546961	99.99718821	894.6546961	-192.4685242
894.8246387	99.99717341	894.8246387	-192.4702565
894.9946458	99.99715859	894.9946458	-192.4660422
895.1647175	99.99714378	895.1647175	-192.454887
895.3348538	99.99712899	895.3348538	-192.4358505
895.5050549	99.99711425	895.5050549	-192.4080503
895.6753206	99.99709957	895.6753206	-192.3706662
895.8456512	99.99708497	895.8456512	-192.3229433
896.0160465	99.99707048	896.0160465	-192.2641962
896.1865066	99.99705611	896.1865066	-192.1938111
896.3570317	99.99704188	896.3570317	-192.11125
896.5276216	99.9970278	896.5276216	-192.0160524
896.6982765	99.9970139	896.6982765	-191.9078381
896.8689963	99.99700019	896.8689963	-191.7863095
897.0397812	99.99698668	897.0397812	-191.651253
897.2106311	99.99697339	897.2106311	-191.502541
897.3815461	99.99696033	897.3815461	-191.3401326
897.5525263	99.99694751	897.5525263	-191.164075
897.7235716	99.99693494	897.7235716	-190.9745037
897.8946821	99.99692262	897.8946821	-190.7716426
898.0658579	99.99691057	898.0658579	-190.5558045
898.2370989	99.99689879	898.2370989	-190.3273898
898.4084053	99.99688729	898.4084053	-190.0868863
898.579777	99.99687606	898.579777	-189.8348678
898.7512141	99.99686511	898.7512141	-189.5719925
898.9227166	99.99685443	898.9227166	-189.2990014
899.0942846	99.99684403	899.0942846	-189.0167156
899.2659181	99.9968339	899.2659181	-188.7260342
899.4376172	99.99682403	899.4376172	-188.4279314
899.6093818	99.99681442	899.6093818	-188.123453
899.781212	99.99680506	899.781212	-187.8137129
899.9531079	99.99679595	899.9531079	-187.4998896
900.1250695	99.99678706	900.1250695	-187.1832215
900.2970968	99.99677839	900.2970968	-186.8650031
900.4691899	99.99676992	900.4691899	-186.5465797
900.6413487	99.99676165	900.6413487	-186.229343
900.8135735	99.99675355	900.8135735	-185.9147254
900.9858641	99.99674561	900.9858641	-185.604195
901.1582206	99.99673782	901.1582206	-185.2992497
901.3306431	99.99673015	901.3306431	-185.0014115
901.5031315	99.99672259	901.5031315	-184.7122207
901.675686	99.99671511	901.675686	-184.4332294
901.8483066	99.9967077	901.8483066	-184.1659959
902.0209933	99.99670034	902.0209933	-183.9120775
902.1937461	99.99669301	902.1937461	-183.6730252
902.3665651	99.99668568	902.3665651	-183.4503762
902.5394503	99.99667834	902.5394503	-183.2456484
902.7124018	99.99667096	902.7124018	-183.0603332
902.8854196	99.99666353	902.8854196	-182.8958894
903.0585037	99.99665601	903.0585037	-182.7537369
903.2316542	99.99664839	903.2316542	-182.6352503
903.4048711	99.99664064	903.4048711	-182.5417526
903.5781544	99.99663275	903.5781544	-182.4745093
903.7515043	99.99662468	903.7515043	-182.4347223
903.9249206	99.99661643	903.9249206	-182.4235243
904.0984036	99.99660796	904.0984036	-182.4419732
904.2719531	99.99659926	904.2719531	-182.4910467
904.4455693	99.9965903	904.4455693	-182.5716372
904.6192521	99.99658106	904.6192521	-182.6845469
904.7930017	99.99657152	904.7930017	-182.8304836
904.966818	99.99656165	904.966818	-183.0100558
905.1407011	99.99655145	905.1407011	-183.2237693
905.3146511	99.99654087	905.3146511	-183.4720231
905.4886679	99.99652992	905.4886679	-183.7551068
905.6627517	99.99651855	905.6627517	-184.0731968
905.8369024	99.99650676	905.8369024	-184.4263545
906.01112	99.99649452	906.01112	-184.8145238
906.1854048	99.99648181	906.1854048	-185.2375294
906.3597565	99.99646861	906.3597565	-185.6950756
906.5341754	99.99645491	906.5341754	-186.186745
906.7086614	99.99644067	906.7086614	-186.7119984
906.8832146	99.99642589	906.8832146	-187.2701746
907.057835	99.99641054	907.057835	-187.8604906
907.2325227	99.9963946	907.2325227	-188.4820424
907.4072777	99.99637805	907.4072777	-189.1338064
907.5821	99.99636088	907.5821	-189.814641
907.7569897	99.99634305	907.7569897	-190.5232884
907.9319468	99.99632456	907.9319468	-191.2583777
908.1069714	99.99630539	908.1069714	-192.018427
908.2820634	99.99628551	908.2820634	-192.8018477
908.457223	99.9962649	908.457223	-193.6069474
908.6324502	99.99624354	908.6324502	-194.4319347
908.8077449	99.99622142	908.8077449	-195.2749233
908.9831073	99.99619852	908.9831073	-196.1339374
909.1585374	99.9961748	909.1585374	-197.0069166
909.3340353	99.99615027	909.3340353	-197.8917218
909.5096009	99.99612488	909.5096009	-198.786141
909.6852343	99.99609863	909.6852343	-199.6878959
909.8609355	99.99607149	909.8609355	-200.5946485
910.0367047	99.99604343	910.0367047	-201.5040076
910.2125417	99.99601445	910.2125417	-202.4135366
910.3884467	99.99598452	910.3884467	-203.3207606
910.5644198	99.99595361	910.5644198	-204.2231741
910.7404608	99.9959217	910.7404608	-205.1182487
910.91657	99.99588877	910.91657	-206.0034417
911.0927473	99.9958548	911.0927473	-206.8762036
911.2689927	99.99581976	911.2689927	-207.733987
911.4453063	99.99578363	911.4453063	-208.5742547
911.6216882	99.99574639	911.6216882	-209.3944881
911.7981383	99.995708	911.7981383	-210.1921963
911.9746568	99.99566845	911.9746568	-210.9649239
912.1512436	99.99562771	912.1512436	-211.7102603
912.3278989	99.99558575	912.3278989	-212.4258475
912.5046225	99.99554255	912.5046225	-213.109389
912.6814147	99.99549807	912.6814147	-213.7586579
912.8582753	99.99545229	912.8582753	-214.3715053
913.0352046	99.99540518	913.0352046	-214.9458679
913.2122024	99.99535672	913.2122024	-215.4797762
913.3892688	99.99530686	913.3892688	-215.9713617
913.566404	99.99525559	913.566404	-216.4188646
913.7436078	99.99520286	913.7436078	-216.8206404
913.9208804	99.99514864	913.9208804	-217.1751668
914.0982218	99.99509291	914.0982218	-217.4810498
914.2756321	99.99503563	914.2756321	-217.7370299
914.4531112	99.99497676	914.4531112	-217.9419873
914.6306593	99.99491627	914.6306593	-218.094947
914.8082763	99.99485412	914.8082763	-218.1950835
914.9859622	99.99479027	914.9859622	-218.2417246
915.1637173	99.99472468	915.1637173	-218.234355
915.3415414	99.99465732	915.3415414	-218.1726196
915.5194346	99.99458814	915.5194346	-218.0563252
915.697397	99.9945171	915.697397	-217.885443
915.8754286	99.99444416	915.8754286	-217.6601094
916.0535294	99.99436928	916.0535294	-217.3806265
916.2316996	99.9942924	916.2316996	-217.0474626
916.409939	99.99421349	916.409939	-216.6612506
916.5882478	99.99413249	916.5882478	-216.2227875
916.766626	99.99404936	916.766626	-215.733032
916.9450736	99.99396404	916.9450736	-215.1931016
917.1235907	99.99387649	917.1235907	-214.6042697
917.3021774	99.99378664	917.3021774	-213.9679616
917.4808336	99.99369445	917.4808336	-213.2857496
917.6595594	99.99359986	917.6595594	-212.5593478
917.8383549	99.99350281	917.8383549	-211.7906067
918.01722	99.99340325	918.01722	-210.9815062
918.1961549	99.9933011	918.1961549	-210.1341489
918.3751595	99.99319632	918.3751595	-209.2507524
918.554234	99.99308883	918.554234	-208.3336416
918.7333782	99.99297857	918.7333782	-207.3852394
918.9125924	99.99286547	918.9125924	-206.4080585
919.0918766	99.99274947	919.0918766	-205.4046912
919.2712306	99.99263049	919.2712306	-204.3778005
919.4506547	99.99250845	919.4506547	-203.3301088
919.6301489	99.9923833	919.6301489	-202.2643886
919.8097131	99.99225494	919.8097131	-201.1834509
919.9893475	99.9921233	919.9893475	-200.0901349
920.1690521	99.9919883	920.1690521	-198.9872968
920.3488269	99.99184985	920.3488269	-197.8777984
920.5286719	99.99170788	920.5286719	-196.7644964
920.7085873	99.9915623	920.7085873	-195.6502306
920.888573	99.99141302	920.888573	-194.5378134
921.068629	99.99125994	921.068629	-193.4300185
921.2487555	99.99110299	921.2487555	-192.3295699
921.4289525	99.99094205	921.4289525	-191.2391315
921.6092199	99.99077705	921.6092199	-190.1612965
921.7895579	99.99060787	921.7895579	-189.0985777
921.9699666	99.99043443	921.9699666	-188.0533975
922.1504458	99.99025661	922.1504458	-187.0280785
922.3309957	99.99007432	922.3309957	-186.0248351
922.5116163	99.98988746	922.5116163	-185.045765
922.6923077	99.98969591	922.6923077	-184.0928412
922.8730699	99.98949958	922.8730699	-183.167905
923.0539029	99.98929834	923.0539029	-182.2726594
923.2348068	99.9890921	923.2348068	-181.4086633
923.4157816	99.98888074	923.4157816	-180.5773258
923.5968274	99.98866415	923.5968274	-179.7799022
923.7779442	99.98844222	923.7779442	-179.0174898
923.959132	99.98821483	923.959132	-178.291025
924.1403909	99.98798188	924.1403909	-177.6012806
924.321721	99.98774325	924.321721	-176.9488651
924.5031222	99.98749883	924.5031222	-176.3342208
924.6845947	99.98724851	924.6845947	-175.7576249
924.8661384	99.98699218	924.8661384	-175.2191893
925.0477534	99.98672972	925.0477534	-174.7188632
925.2294397	99.98646104	925.2294397	-174.2564346
925.4111974	99.98618603	925.4111974	-173.8315338
925.5930266	99.98590459	925.5930266	-173.4436373
925.7749272	99.98561662	925.7749272	-173.0920723
925.9568993	99.98532203	925.9568993	-172.7760221
926.138943	99.98502072	926.138943	-172.4945319
926.3210583	99.98471262	926.3210583	-172.2465158
926.5032452	99.98439764	926.5032452	-172.0307636
926.6855038	99.98407572	926.6855038	-171.8459491
926.8678341	99.98374678	926.8678341	-171.6906384
927.0502362	99.98341078	927.0502362	-171.5632986
927.23271	99.98306766	927.23271	-171.4623075
927.4152558	99.98271739	927.4152558	-171.3859632
927.5978734	99.98235994	927.5978734	-171.3324946
927.7805629	99.9819953	927.7805629	-171.3000716
927.9633244	99.98162346	927.9633244	-171.2868159
928.146158	99.98124444	928.146158	-171.2908124
928.3290636	99.98085826	928.3290636	-171.31012
928.5120413	99.98046495	928.5120413	-171.3427829
928.6950911	99.98006459	928.6950911	-171.3868424
928.8782132	99.97965724	928.8782132	-171.4403476
929.0614074	99.979243	929.0614074	-171.5013672
929.244674	99.97882198	929.244674	-171.5680002
929.4280128	99.9783943	929.4280128	-171.6383874
929.6114241	99.97796014	929.6114241	-171.7107214
929.7949077	99.97751965	929.7949077	-171.7832577
929.9784637	99.97707304	929.9784637	-171.8543242
930.1620923	99.97662053	930.1620923	-171.9223314
930.3457934	99.97616237	930.3457934	-171.9857807
930.529567	99.97569881	930.529567	-172.043274
930.7134133	99.97523016	930.7134133	-172.0935208
930.8973323	99.97475672	930.8973323	-172.1353464
931.0813239	99.97427885	931.0813239	-172.167698
931.2653883	99.9737969	931.2653883	-172.1896512
931.4495255	99.97331126	931.4495255	-172.2004149
931.6337355	99.97282233	931.6337355	-172.199336
931.8180183	99.97233056	931.8180183	-172.1859031
932.0023741	99.97183639	932.0023741	-172.1597493
932.1868029	99.97134029	932.1868029	-172.1206541
932.3713047	99.97084275	932.3713047	-172.0685446
932.5558795	99.97034428	932.5558795	-172.003496
932.7405274	99.96984538	932.7405274	-171.9257308
932.9252485	99.9693466	932.9252485	-171.8356175
933.1100427	99.96884845	933.1100427	-171.7336681
933.2949101	99.96835149	933.2949101	-171.6205357
933.4798508	99.96785627	933.4798508	-171.4970096
933.6648649	99.96736331	933.6648649	-171.3640118
933.8499522	99.96687318	933.8499522	-171.2225907
934.035113	99.9663864	934.035113	-171.0739155
934.2203472	99.96590349	934.2203472	-170.9192694
934.4056549	99.96542497	934.4056549	-170.7600422
934.5910362	99.96495133	934.5910362	-170.5977224
934.776491	99.96448305	934.776491	-170.4338886
934.9620194	99.96402057	934.9620194	-170.2702006
935.1476215	99.96356432	935.1476215	-170.1083902
935.3332972	99.96311469	935.3332972	-169.9502509
935.5190468	99.96267204	935.5190468	-169.797628
935.7048701	99.9622367	935.7048701	-169.6524081
935.8907672	99.96180895	935.8907672	-169.5165082
936.0767383	99.96138903	936.0767383	-169.3918647
936.2627832	99.96097716	936.2627832	-169.2804219
936.4489021	99.96057349	936.4489021	-169.1841212
936.6350951	99.96017815	936.6350951	-169.1048889
936.8213621	99.9597912	936.8213621	-169.0446249
937.0077032	99.95941267	937.0077032	-169.0051914
937.1941184	99.95904255	937.1941184	-168.9884007
937.3806078	99.95868076	937.3806078	-168.9960041
937.5671715	99.95832719	937.5671715	-169.0296804
937.7538094	99.95798171	937.7538094	-169.0910246
937.9405217	99.9576441	937.9405217	-169.1815367
938.1273083	99.95731413	938.1273083	-169.3026114
938.3141693	99.95699152	938.3141693	-169.4555272
938.5011048	99.95667596	938.5011048	-169.6414369
938.6881148	99.95636711	938.6881148	-169.8613573
938.8751993	99.95606457	938.8751993	-170.116161
939.0623584	99.95576793	939.0623584	-170.4065671
939.2495922	99.95547675	939.2495922	-170.733134
939.4369006	99.95519056	939.4369006	-171.0962518
939.6242837	99.95490888	939.6242837	-171.496136
939.8117417	99.95463118	939.8117417	-171.9328219
939.9992744	99.95435695	939.9992744	-172.4061597
940.186882	99.95408564	940.186882	-172.9158107
940.3745645	99.95381669	940.3745645	-173.4612443
940.5623219	99.95354954	940.5623219	-174.0417357
940.7501543	99.95328362	940.7501543	-174.6563653
940.9380618	99.95301834	940.9380618	-175.3040183
941.1260443	99.95275312	941.1260443	-175.9833859
941.314102	99.95248739	941.314102	-176.6929671
941.5022348	99.95222057	941.5022348	-177.4310722
941.6904429	99.95195207	941.6904429	-178.1958266
941.8787262	99.95168133	941.8787262	-178.985176
942.0670848	99.95140779	942.0670848	-179.7968928
942.2555188	99.95113088	942.2555188	-180.6285833
942.4440282	99.95085007	942.4440282	-181.4776955
942.632613	99.95056482	942.632613	-182.3415291
942.8212733	99.95027461	942.8212733	-183.2172447
943.0100091	99.94997895	943.0100091	-184.1018754
943.1988205	99.94967734	943.1988205	-184.9923385
943.3877075	99.94936931	943.3877075	-185.885448
943.5766702	99.94905443	943.5766702	-186.7779278
943.7657087	99.94873224	943.7657087	-187.6664264
943.9548228	99.94840235	943.9548228	-188.5475307
944.1440128	99.94806438	944.1440128	-189.4177821
944.3332787	99.94771796	944.3332787	-190.2736913
944.5226204	99.94736276	944.5226204	-191.1117552
944.7120381	99.94699846	944.7120381	-191.9284728
944.9015317	99.9466248	944.9015317	-192.720362
945.0911014	99.94624152	945.0911014	-193.4839769
945.2807472	99.9458484	945.2807472	-194.215924
945.4704691	99.94544526	945.4704691	-194.9128798
945.6602672	99.94503196	945.6602672	-195.5716073
945.8501415	99.94460836	945.8501415	-196.1889729
946.040092	99.94417441	946.040092	-196.7619626
946.2301189	99.94373005	946.2301189	-197.287698
946.4202221	99.9432753	946.4202221	-197.7634522
946.6104017	99.94281019	946.6104017	-198.1866645
946.8006578	99.94233483	946.8006578	-198.5549548
946.9909903	99.94184933	946.9909903	-198.8661373
947.1813994	99.94135389	947.1813994	-199.1182333
947.3718851	99.94084872	947.3718851	-199.3094828
947.5624474	99.94033412	947.5624474	-199.4383555
947.7530864	99.9398104	947.7530864	-199.5035606
947.9438021	99.93927795	947.9438021	-199.5040551
948.1345946	99.9387372	948.1345946	-199.4390511
948.3254639	99.93818862	948.3254639	-199.308022
948.5164101	99.93763274	948.5164101	-199.1107066
948.7074332	99.93707017	948.7074332	-198.8471127
948.8985332	99.93650151	948.8985332	-198.5175183
949.0897102	99.93592747	949.0897102	-198.1224719
949.2809643	99.93534877	949.2809643	-197.6627912
949.4722955	99.93476619	949.4722955	-197.13956
949.6637038	99.93418054	949.6637038	-196.5541237
949.8551894	99.93359269	949.8551894	-195.9080835
950.0467521	99.93300352	950.0467521	-195.2032886
950.2383921	99.93241398	950.2383921	-194.4418276
950.4301095	99.93182501	950.4301095	-193.6260182
950.6219042	99.93123759	950.6219042	-192.7583954
950.8137764	99.93065272	950.8137764	-191.841699
951.005726	99.93007141	951.005726	-190.8788597
951.1977532	99.92949466	951.1977532	-189.8729843
951.3898579	99.92892349	951.3898579	-188.8273397
951.5820402	99.92835891	951.5820402	-187.7453366
951.7743002	99.9278019	951.7743002	-186.6305125
951.9666379	99.92725342	951.9666379	-185.4865136
952.1590533	99.92671443	952.1590533	-184.3170773
952.3515466	99.92618582	952.3515466	-183.1260132
952.5441176	99.92566844	952.5441176	-181.9171854
952.7367666	99.92516312	952.7367666	-180.6944932
952.9294935	99.92467061	952.9294935	-179.4618531
953.1222985	99.92419161	953.1222985	-178.2231802
953.3151814	99.92372673	953.3151814	-176.9823701
953.5081424	99.92327656	953.5081424	-175.743281
953.7011816	99.92284156	953.7011816	-174.5097164
953.8942989	99.92242216	953.8942989	-173.2854077
954.0874945	99.92201867	954.0874945	-172.0739978
954.2807683	99.92163135	954.2807683	-170.8790253
954.4741205	99.92126036	954.4741205	-169.7039085
954.667551	99.92090579	954.667551	-168.5519308
954.8610599	99.92056762	954.8610599	-167.4262267
955.0546473	99.92024579	955.0546473	-166.329768
955.2483132	99.91994013	955.2483132	-165.2653516
955.4420577	99.91965041	955.4420577	-164.2355872
955.6358808	99.91937631	955.6358808	-163.2428867
955.8297825	99.91911747	955.8297825	-162.2894541
956.023763	99.91887342	956.023763	-161.3772764
956.2178221	99.91864367	956.2178221	-160.5081162
956.4119601	99.91842766	956.4119601	-159.6835043
956.606177	99.91822477	956.606177	-158.9047346
956.8004727	99.91803434	956.8004727	-158.1728596
956.9948474	99.91785567	956.9948474	-157.4886874
957.189301	99.91768802	957.189301	-156.8527802
957.3838337	99.91753063	957.3838337	-156.2654538
957.5784455	99.91738269	957.5784455	-155.7267789
957.7731364	99.91724339	957.7731364	-155.2365835
957.9679065	99.91711189	957.9679065	-154.7944572
958.1627559	99.91698736	958.1627559	-154.3997562
958.3576845	99.91686892	958.3576845	-154.0516105
958.5526924	99.91675573	958.5526924	-153.7489319
958.7477798	99.91664692	958.7477798	-153.4904238
958.9429465	99.91654162	958.9429465	-153.2745918
959.1381927	99.91643899	959.1381927	-153.0997561
959.3335185	99.91633818	959.3335185	-152.9640646
959.5289238	99.91623834	959.5289238	-152.8655071
959.7244087	99.91613865	959.7244087	-152.801931
959.9199733	99.91603829	959.9199733	-152.7710573
960.1156176	99.91593647	960.1156176	-152.7704977
960.3113417	99.91583238	960.3113417	-152.797772
960.5071456	99.91572527	960.5071456	-152.8503267
960.7030294	99.91561438	960.7030294	-152.9255535
960.8989931	99.91549897	960.8989931	-153.0208081
961.0950367	99.91537831	961.0950367	-153.1334298
961.2911604	99.91525171	961.2911604	-153.2607598
961.4873641	99.91511848	961.4873641	-153.4001614
961.6836479	99.91497794	961.6836479	-153.5490381
961.8800119	99.91482943	961.8800119	-153.7048521
962.0764561	99.91467232	962.0764561	-153.8651431
962.2729805	99.91450597	962.2729805	-154.0275449
962.4695852	99.91432978	962.4695852	-154.1898029
962.6662703	99.91414313	962.6662703	-154.3497895
962.8630358	99.91394545	962.8630358	-154.5055194
963.0598818	99.91373614	963.0598818	-154.6551636
963.2568083	99.91351463	963.2568083	-154.7970621
963.4538153	99.91328037	963.4538153	-154.9297356
963.6509029	99.9130328	963.6509029	-155.0518959
963.8480711	99.91277136	963.8480711	-155.1624547
964.0453201	99.91249552	964.0453201	-155.2605309
964.2426498	99.91220474	964.2426498	-155.3454572
964.4400603	99.91189846	964.4400603	-155.4167837
964.6375517	99.91157617	964.6375517	-155.4742814
964.8351239	99.91123732	964.8351239	-155.5179432
965.0327771	99.91088138	965.0327771	-155.5479832
965.2305113	99.91050781	965.2305113	-155.564835
965.4283266	99.91011607	965.4283266	-155.5691478
965.6262229	99.90970561	965.6262229	-155.5617813
965.8242004	99.90927589	965.8242004	-155.5437984
966.0222591	99.90882635	966.0222591	-155.516457
966.220399	99.90835643	966.220399	-155.4811997
966.4186203	99.90786556	966.4186203	-155.439643
966.6169228	99.90735317	966.6169228	-155.3935636
966.8153068	99.90681867	966.8153068	-155.3448848
967.0137723	99.90626146	967.0137723	-155.2956611
967.2123192	99.90568094	967.2123192	-155.2480614
967.4109477	99.90507648	967.4109477	-155.2043518
967.6096577	99.90444746	967.6096577	-155.166877
967.8084494	99.90379322	967.8084494	-155.1380412
968.0073229	99.90311312	968.0073229	-155.1202881
968.206278	99.90240648	968.206278	-155.1160807
968.405315	99.90167261	968.405315	-155.1278801
968.6044338	99.9009108	968.6044338	-155.158125
968.8036345	99.90012035	968.8036345	-155.2092101
969.0029172	99.89930052	969.0029172	-155.283465
969.2022819	99.89845054	969.2022819	-155.3831337
969.4017286	99.89756967	969.4017286	-155.510353
969.6012574	99.8966571	969.6012574	-155.6671336
969.8008684	99.89571204	969.8008684	-155.8553392
970.0005616	99.89473367	970.0005616	-156.0766686
970.200337	99.89372116	970.200337	-156.3326375
970.4001948	99.89267364	970.4001948	-156.6245612
970.6001349	99.89159024	970.6001349	-156.9535394
970.8001574	99.89047009	970.8001574	-157.3204409
971.0002623	99.88931227	971.0002623	-157.7258911
971.2004498	99.88811588	971.2004498	-158.1702597
971.4007199	99.88687997	971.4007199	-158.6536509
971.6010725	99.88560359	971.6010725	-159.1758944
971.8015078	99.8842858	971.8015078	-159.7365391
972.0020258	99.88292561	972.0020258	-160.3348476
972.2026266	99.88152206	972.2026266	-160.9697933
972.4033103	99.88007414	972.4033103	-161.6400587
972.6040767	99.87858087	972.6040767	-162.3440365
972.8049261	99.87704125	972.8049261	-163.0798316
973.0058585	99.87545427	973.0058585	-163.8452659
973.2068739	99.87381894	973.2068739	-164.6378846
973.4079723	99.87213426	973.4079723	-165.4549647
973.6091539	99.87039924	973.6091539	-166.2935253
973.8104187	99.86861291	973.8104187	-167.1503395
974.0117667	99.86677432	974.0117667	-168.0219488
974.213198	99.86488251	974.213198	-168.9046789
974.4147126	99.86293658	974.4147126	-169.7946571
974.6163106	99.86093564	974.6163106	-170.6878316
974.817992	99.85887886	974.817992	-171.5799925
975.0197569	99.85676542	975.0197569	-172.4667938
975.2216053	99.85459458	975.2216053	-173.3437774
975.4235374	99.85236565	975.4235374	-174.2063979
975.6255531	99.85007801	975.6255531	-175.0500489
975.8276524	99.8477311	975.8276524	-175.8700901
976.0298356	99.84532448	976.0298356	-176.6618751
976.2321025	99.84285778	976.2321025	-177.4207808
976.4344533	99.84033074	976.4344533	-178.1422366
976.6368879	99.83774323	976.6368879	-178.8217541
976.8394066	99.83509526	976.8394066	-179.4549576
977.0420092	99.83238697	977.0420092	-180.0376142
977.2446959	99.82961866	977.2446959	-180.5656644
977.4474667	99.82679081	977.4474667	-181.0352514
977.6503217	99.82390411	977.6503217	-181.4427516
977.8532609	99.82095944	977.8532609	-181.7848027
978.0562843	99.81795788	978.0562843	-182.0583319
978.2593921	99.81490079	978.2593921	-182.2605831
978.4625843	99.81178976	978.4625843	-182.3891421
978.6658608	99.80862668	978.6658608	-182.4419608
978.8692219	99.80541369	978.8692219	-182.4173794
979.0726675	99.80215329	979.0726675	-182.3141464
979.2761977	99.79884826	979.2761977	-182.1314359
979.4798125	99.79550174	979.4798125	-181.8688635
979.683512	99.79211724	979.683512	-181.5264976
979.8872962	99.7886986	979.8872962	-181.1048687
980.0911653	99.78525008	980.0911653	-180.6049748
980.2951192	99.78177632	980.2951192	-180.0282829
980.499158	99.77828234	980.499158	-179.3767267
980.7032817	99.77477358	980.7032817	-178.6526999
980.9074905	99.7712559	980.9074905	-177.8590452
981.1117843	99.76773552	981.1117843	-176.9990383
981.3161632	99.76421911	981.3161632	-176.0763677
981.5206273	99.76071368	981.5206273	-175.0951091
981.7251767	99.75722664	981.7251767	-174.0596952
981.9298113	99.75376575	981.9298113	-172.9748814
982.1345312	99.75033907	982.1345312	-171.8457059
982.3393365	99.74695498	982.3393365	-170.6774468
982.5442272	99.7436221	982.5442272	-169.4755745
982.7492035	99.74034928	982.7492035	-168.2457017
982.9542652	99.73714551	982.9542652	-166.9935306
983.1594126	99.73401989	983.1594126	-165.7247982
983.3646456	99.73098157	983.3646456	-164.4452209
983.5699643	99.7280397	983.5699643	-163.1604397
983.7753688	99.7252033	983.7753688	-161.8759657
983.9808591	99.72248126	983.9808591	-160.5971289
984.1864352	99.71988222	984.1864352	-159.3290294
984.3920973	99.71741449	984.3920973	-158.0764937
984.5978453	99.715086	984.5978453	-156.8440358
984.8036793	99.71290421	984.8036793	-155.635825
985.0095995	99.710876	985.0095995	-154.4556598
985.2156057	99.70900766	985.2156057	-153.30695
985.4216982	99.70730477	985.4216982	-152.1927054
985.6278769	99.70577217	985.6278769	-151.1155327
985.8341419	99.70441387	985.8341419	-150.0776396
986.0404932	99.70323306	986.0404932	-149.0808455
986.246931	99.702232	986.246931	-148.1265982
986.4534552	99.70141206	986.4534552	-147.2159961
986.6600659	99.70077366	986.6600659	-146.3498147
986.8667632	99.70031628	986.8667632	-145.5285353
987.0735471	99.70003848	987.0735471	-144.7523758
987.2804176	99.69993788	987.2804176	-144.0213227
987.4873749	99.70001121	987.4873749	-143.3351612
987.694419	99.70025436	987.694419	-142.6935045
987.90155	99.7006624	987.90155	-142.0958204
988.1087678	99.70122964	988.1087678	-141.5414546
988.3160726	99.70194971	988.3160726	-141.02965
988.5234643	99.70281559	988.5234643	-140.5595626
988.7309432	99.70381973	988.7309432	-140.1302726
988.9385091	99.70495408	988.9385091	-139.7407927
989.1461622	99.70621021	989.1461622	-139.3900715
